jurisdiction,year,data_start_date,data_end_date,first_published_date,last_updated_date,sub_threshold,jurisdiction_facility_id,registered_business_name,facility_name,site_address_street,site_address_suburb,site_address_state,site_address_postcode,site_latitude,site_longitude,ANZSIC code,ANZSIC name,main_activities,substance,destination,quantity_in_kg,mandatory_destination,mass_balance_estimation,engineering_calculations_estimation,direct_measurement_estimation,emission_factors_estimation,approved_alternative_estimation
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q023JSC001,CASSOWARY COAST REGIONAL COUNCIL,Innisfail Sewage Treatment Plant,COQUETTE POINT RD,Innisfail,QLD,4860,-17.535417,146.061087,2812,Sewerage and Drainage Services,Treatment of effluent and approved trade waste,Total Nitrogen,Off-site reuse,53870.7,N,N,N,Y,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q023JSC001,CASSOWARY COAST REGIONAL COUNCIL,Innisfail Sewage Treatment Plant,COQUETTE POINT RD,Innisfail,QLD,4860,-17.535417,146.061087,2812,Sewerage and Drainage Services,Treatment of effluent and approved trade waste,Total Nitrogen,Off-site landfill,10185.9,Y,N,N,Y,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q023JSC001,CASSOWARY COAST REGIONAL COUNCIL,Innisfail Sewage Treatment Plant,COQUETTE POINT RD,Innisfail,QLD,4860,-17.535417,146.061087,2812,Sewerage and Drainage Services,Treatment of effluent and approved trade waste,Total Phosphorus,Off-site reuse,27407.9,N,N,N,Y,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q023JSC001,CASSOWARY COAST REGIONAL COUNCIL,Innisfail Sewage Treatment Plant,COQUETTE POINT RD,Innisfail,QLD,4860,-17.535417,146.061087,2812,Sewerage and Drainage Services,Treatment of effluent and approved trade waste,Total Phosphorus,Off-site landfill,5182.3,Y,N,N,Y,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q046SEQ010,QUEENSLAND BULK WATER SUPPLY AUTHORITY TRADING AS SEQWATER,North Stradbroke Island WTP,Gordon Mining Road,North Stradbroke Island,QLD,4183,-27.57868281,153.4392661,2811,Water Supply,Water reservoir operation,Fluoride compounds,Off-site landfill,8.4,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q046SEQ010,QUEENSLAND BULK WATER SUPPLY AUTHORITY TRADING AS SEQWATER,North Stradbroke Island WTP,Gordon Mining Road,North Stradbroke Island,QLD,4183,-27.57868281,153.4392661,2811,Water Supply,Water reservoir operation,Total Nitrogen,Off-site landfill,345,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q046SEQ010,QUEENSLAND BULK WATER SUPPLY AUTHORITY TRADING AS SEQWATER,North Stradbroke Island WTP,Gordon Mining Road,North Stradbroke Island,QLD,4183,-27.57868281,153.4392661,2811,Water Supply,Water reservoir operation,Total Phosphorus,Off-site landfill,0.756,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q023QUU002,CENTRAL SEQ DISTRIBUTOR-RETAILER AUTHORITY TRADING AS QUEENSLAND URBAN UTILITIES,Gatton Wastewater Treatment Plant,Railway Street,Gatton,QLD,4343,-27.542609,152.281775,2812,Sewerage and Drainage Services,Wastewater services,Ammonia (total),Off-site reuse,8200,N,N,N,Y,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q023QUU002,CENTRAL SEQ DISTRIBUTOR-RETAILER AUTHORITY TRADING AS QUEENSLAND URBAN UTILITIES,Gatton Wastewater Treatment Plant,Railway Street,Gatton,QLD,4343,-27.542609,152.281775,2812,Sewerage and Drainage Services,Wastewater services,Ammonia (total),Off-site long term waste storage,20,Y,N,N,Y,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q023QUU002,CENTRAL SEQ DISTRIBUTOR-RETAILER AUTHORITY TRADING AS QUEENSLAND URBAN UTILITIES,Gatton Wastewater Treatment Plant,Railway Street,Gatton,QLD,4343,-27.542609,152.281775,2812,Sewerage and Drainage Services,Wastewater services,Total Nitrogen,Off-site reuse,12000,N,N,N,Y,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q023QUU002,CENTRAL SEQ DISTRIBUTOR-RETAILER AUTHORITY TRADING AS QUEENSLAND URBAN UTILITIES,Gatton Wastewater Treatment Plant,Railway Street,Gatton,QLD,4343,-27.542609,152.281775,2812,Sewerage and Drainage Services,Wastewater services,Total Nitrogen,Off-site long term waste storage,230,Y,N,N,Y,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q023QUU002,CENTRAL SEQ DISTRIBUTOR-RETAILER AUTHORITY TRADING AS QUEENSLAND URBAN UTILITIES,Gatton Wastewater Treatment Plant,Railway Street,Gatton,QLD,4343,-27.542609,152.281775,2812,Sewerage and Drainage Services,Wastewater services,Total Phosphorus,Off-site reuse,3400,N,N,N,Y,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q023QUU002,CENTRAL SEQ DISTRIBUTOR-RETAILER AUTHORITY TRADING AS QUEENSLAND URBAN UTILITIES,Gatton Wastewater Treatment Plant,Railway Street,Gatton,QLD,4343,-27.542609,152.281775,2812,Sewerage and Drainage Services,Wastewater services,Total Phosphorus,Off-site long term waste storage,490,Y,N,N,Y,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020RIO001,CLERMONT COAL OPERATIONS PTY LTD,Clermont Mine,Gregory Developmental Road,Clermont,QLD,4721,-22.7128,147.6064,0600,Coal Mining,Black Coal Mining Handling and Preparation,Antimony & compounds,On-site tailings storage,23.98883,Y,N,N,Y,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020RIO001,CLERMONT COAL OPERATIONS PTY LTD,Clermont Mine,Gregory Developmental Road,Clermont,QLD,4721,-22.7128,147.6064,0600,Coal Mining,Black Coal Mining Handling and Preparation,Antimony & compounds,Off-site landfill,89.518,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020RIO001,CLERMONT COAL OPERATIONS PTY LTD,Clermont Mine,Gregory Developmental Road,Clermont,QLD,4721,-22.7128,147.6064,0600,Coal Mining,Black Coal Mining Handling and Preparation,Arsenic & compounds,On-site tailings storage,44.55068,Y,N,N,Y,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020RIO001,CLERMONT COAL OPERATIONS PTY LTD,Clermont Mine,Gregory Developmental Road,Clermont,QLD,4721,-22.7128,147.6064,0600,Coal Mining,Black Coal Mining Handling and Preparation,Arsenic & compounds,Off-site landfill,22.536,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020RIO001,CLERMONT COAL OPERATIONS PTY LTD,Clermont Mine,Gregory Developmental Road,Clermont,QLD,4721,-22.7128,147.6064,0600,Coal Mining,Black Coal Mining Handling and Preparation,Beryllium & compounds,On-site tailings storage,6.85395,Y,N,N,Y,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020RIO001,CLERMONT COAL OPERATIONS PTY LTD,Clermont Mine,Gregory Developmental Road,Clermont,QLD,4721,-22.7128,147.6064,0600,Coal Mining,Black Coal Mining Handling and Preparation,Boron & compounds,On-site tailings storage,479.7765,Y,N,N,Y,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020RIO001,CLERMONT COAL OPERATIONS PTY LTD,Clermont Mine,Gregory Developmental Road,Clermont,QLD,4721,-22.7128,147.6064,0600,Coal Mining,Black Coal Mining Handling and Preparation,Cadmium & compounds,On-site tailings storage,1.37079,Y,N,N,Y,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020RIO001,CLERMONT COAL OPERATIONS PTY LTD,Clermont Mine,Gregory Developmental Road,Clermont,QLD,4721,-22.7128,147.6064,0600,Coal Mining,Black Coal Mining Handling and Preparation,Cadmium & compounds,Off-site landfill,23.788,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020RIO001,CLERMONT COAL OPERATIONS PTY LTD,Clermont Mine,Gregory Developmental Road,Clermont,QLD,4721,-22.7128,147.6064,0600,Coal Mining,Black Coal Mining Handling and Preparation,Chromium (III) compounds,On-site tailings storage,137.079,Y,N,N,Y,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020RIO001,CLERMONT COAL OPERATIONS PTY LTD,Clermont Mine,Gregory Developmental Road,Clermont,QLD,4721,-22.7128,147.6064,0600,Coal Mining,Black Coal Mining Handling and Preparation,Chromium (III) compounds,Off-site landfill,235.376,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020RIO001,CLERMONT COAL OPERATIONS PTY LTD,Clermont Mine,Gregory Developmental Road,Clermont,QLD,4721,-22.7128,147.6064,0600,Coal Mining,Black Coal Mining Handling and Preparation,Cobalt & compounds,On-site tailings storage,37.01133,Y,N,N,Y,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020RIO001,CLERMONT COAL OPERATIONS PTY LTD,Clermont Mine,Gregory Developmental Road,Clermont,QLD,4721,-22.7128,147.6064,0600,Coal Mining,Black Coal Mining Handling and Preparation,Copper & compounds,On-site tailings storage,102.8093,Y,N,N,Y,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020RIO001,CLERMONT COAL OPERATIONS PTY LTD,Clermont Mine,Gregory Developmental Road,Clermont,QLD,4721,-22.7128,147.6064,0600,Coal Mining,Black Coal Mining Handling and Preparation,Copper & compounds,Off-site landfill,175.906,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020RIO001,CLERMONT COAL OPERATIONS PTY LTD,Clermont Mine,Gregory Developmental Road,Clermont,QLD,4721,-22.7128,147.6064,0600,Coal Mining,Black Coal Mining Handling and Preparation,Lead & compounds,On-site tailings storage,205.6185,Y,N,N,Y,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020RIO001,CLERMONT COAL OPERATIONS PTY LTD,Clermont Mine,Gregory Developmental Road,Clermont,QLD,4721,-22.7128,147.6064,0600,Coal Mining,Black Coal Mining Handling and Preparation,Lead & compounds,Off-site landfill,520.206,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020RIO001,CLERMONT COAL OPERATIONS PTY LTD,Clermont Mine,Gregory Developmental Road,Clermont,QLD,4721,-22.7128,147.6064,0600,Coal Mining,Black Coal Mining Handling and Preparation,Manganese & compounds,On-site tailings storage,281.012,Y,N,N,Y,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020RIO001,CLERMONT COAL OPERATIONS PTY LTD,Clermont Mine,Gregory Developmental Road,Clermont,QLD,4721,-22.7128,147.6064,0600,Coal Mining,Black Coal Mining Handling and Preparation,Mercury & compounds,On-site tailings storage,1.576409,Y,N,N,Y,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020RIO001,CLERMONT COAL OPERATIONS PTY LTD,Clermont Mine,Gregory Developmental Road,Clermont,QLD,4721,-22.7128,147.6064,0600,Coal Mining,Black Coal Mining Handling and Preparation,Mercury & compounds,Off-site landfill,0.08764,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020RIO001,CLERMONT COAL OPERATIONS PTY LTD,Clermont Mine,Gregory Developmental Road,Clermont,QLD,4721,-22.7128,147.6064,0600,Coal Mining,Black Coal Mining Handling and Preparation,Nickel & compounds,On-site tailings storage,102.8093,Y,N,N,Y,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020RIO001,CLERMONT COAL OPERATIONS PTY LTD,Clermont Mine,Gregory Developmental Road,Clermont,QLD,4721,-22.7128,147.6064,0600,Coal Mining,Black Coal Mining Handling and Preparation,Nickel & compounds,Off-site landfill,14.1476,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020RIO001,CLERMONT COAL OPERATIONS PTY LTD,Clermont Mine,Gregory Developmental Road,Clermont,QLD,4721,-22.7128,147.6064,0600,Coal Mining,Black Coal Mining Handling and Preparation,Selenium & compounds,On-site tailings storage,19.87646,Y,N,N,Y,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020RIO001,CLERMONT COAL OPERATIONS PTY LTD,Clermont Mine,Gregory Developmental Road,Clermont,QLD,4721,-22.7128,147.6064,0600,Coal Mining,Black Coal Mining Handling and Preparation,Selenium & compounds,Off-site landfill,2.504,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020RIO001,CLERMONT COAL OPERATIONS PTY LTD,Clermont Mine,Gregory Developmental Road,Clermont,QLD,4721,-22.7128,147.6064,0600,Coal Mining,Black Coal Mining Handling and Preparation,Zinc and compounds,On-site tailings storage,212.4725,Y,N,N,Y,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020RIO001,CLERMONT COAL OPERATIONS PTY LTD,Clermont Mine,Gregory Developmental Road,Clermont,QLD,4721,-22.7128,147.6064,0600,Coal Mining,Black Coal Mining Handling and Preparation,Zinc and compounds,Off-site landfill,820.06,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q012OCA013,AUSTRALIA PACIFIC LNG PTY LTD,Combabula & Reedy Creek,Off Yuleba Taroom Road,Yuleba North,QLD,4427,-26.348266,149.383329,0700,Oil and Gas Extraction,Natural gas extraction,Phenol,On-site long term waste storage,3720,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q012OCA013,AUSTRALIA PACIFIC LNG PTY LTD,Combabula & Reedy Creek,Off Yuleba Taroom Road,Yuleba North,QLD,4427,-26.348266,149.383329,0700,Oil and Gas Extraction,Natural gas extraction,Xylenes (individual or mixed isomers),On-site long term waste storage,1.57,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q033STG001,BARTTER ENTERPRISES PTY LIMITED,Ipswich Site - Wulkuraka Processing Plant,123 Toongarra Rd,Ipswich,QLD,4305,-27.614496,152.723001,1112,Poultry Processing,Poultry Processing,Total Nitrogen,Off-site sewerage,2650,Y,N,N,Y,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q033STG001,BARTTER ENTERPRISES PTY LIMITED,Ipswich Site - Wulkuraka Processing Plant,123 Toongarra Rd,Ipswich,QLD,4305,-27.614496,152.723001,1112,Poultry Processing,Poultry Processing,Total Phosphorus,Off-site sewerage,60,Y,N,N,Y,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q080BHP001,SOUTH32 CANNINGTON PTY LTD,Cannington Port Facility,TOWNSVILLE PORT,Townsville,QLD,4810,-19.253466,146.832201,5212,Port and Water Transport Terminal Operations,Storage and Loading of Lead and Zinc Concentrates,Antimony & compounds,Off-site tailings storage,2.47,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q080BHP001,SOUTH32 CANNINGTON PTY LTD,Cannington Port Facility,TOWNSVILLE PORT,Townsville,QLD,4810,-19.253466,146.832201,5212,Port and Water Transport Terminal Operations,Storage and Loading of Lead and Zinc Concentrates,Arsenic & compounds,Off-site tailings storage,1.18,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q080BHP001,SOUTH32 CANNINGTON PTY LTD,Cannington Port Facility,TOWNSVILLE PORT,Townsville,QLD,4810,-19.253466,146.832201,5212,Port and Water Transport Terminal Operations,Storage and Loading of Lead and Zinc Concentrates,Cadmium & compounds,Off-site tailings storage,0.6,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q080BHP001,SOUTH32 CANNINGTON PTY LTD,Cannington Port Facility,TOWNSVILLE PORT,Townsville,QLD,4810,-19.253466,146.832201,5212,Port and Water Transport Terminal Operations,Storage and Loading of Lead and Zinc Concentrates,Copper & compounds,Off-site tailings storage,8.04,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q080BHP001,SOUTH32 CANNINGTON PTY LTD,Cannington Port Facility,TOWNSVILLE PORT,Townsville,QLD,4810,-19.253466,146.832201,5212,Port and Water Transport Terminal Operations,Storage and Loading of Lead and Zinc Concentrates,Lead & compounds,Off-site tailings storage,695.36,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q080BHP001,SOUTH32 CANNINGTON PTY LTD,Cannington Port Facility,TOWNSVILLE PORT,Townsville,QLD,4810,-19.253466,146.832201,5212,Port and Water Transport Terminal Operations,Storage and Loading of Lead and Zinc Concentrates,Nickel & compounds,Off-site tailings storage,0.84,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q080BHP001,SOUTH32 CANNINGTON PTY LTD,Cannington Port Facility,TOWNSVILLE PORT,Townsville,QLD,4810,-19.253466,146.832201,5212,Port and Water Transport Terminal Operations,Storage and Loading of Lead and Zinc Concentrates,Zinc and compounds,Off-site tailings storage,81.44,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q058GOL002,GOLD COAST CITY COUNCIL,Reedy Creek Landfill,Bermuda Street,Reedy Creek,QLD,4227,-28.10819444,153.4192667,2921,Waste Treatment and Disposal Services,Landfill,Ammonia (total),Off-site treatment (leading to mandatory destination),392.16,Y,N,N,Y,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q058GOL002,GOLD COAST CITY COUNCIL,Reedy Creek Landfill,Bermuda Street,Reedy Creek,QLD,4227,-28.10819444,153.4192667,2921,Waste Treatment and Disposal Services,Landfill,Manganese & compounds,Off-site treatment (leading to mandatory destination),5.22,Y,N,N,Y,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q058GOL002,GOLD COAST CITY COUNCIL,Reedy Creek Landfill,Bermuda Street,Reedy Creek,QLD,4227,-28.10819444,153.4192667,2921,Waste Treatment and Disposal Services,Landfill,Zinc and compounds,Off-site treatment (leading to mandatory destination),0.27,Y,N,N,Y,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020SON001,SONOMA MINE MANAGEMENT PTY LTD,Sonoma Coal Mine,Mt Coolon Road,Collinsville,QLD,4804,-20.638,147.856,0600,Coal Mining,"Mining and processing of coal (coking coal, thermal coal and ULV)",Antimony & compounds,On-site landfill,2561.33,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020SON001,SONOMA MINE MANAGEMENT PTY LTD,Sonoma Coal Mine,Mt Coolon Road,Collinsville,QLD,4804,-20.638,147.856,0600,Coal Mining,"Mining and processing of coal (coking coal, thermal coal and ULV)",Arsenic & compounds,On-site landfill,2561.33,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020SON001,SONOMA MINE MANAGEMENT PTY LTD,Sonoma Coal Mine,Mt Coolon Road,Collinsville,QLD,4804,-20.638,147.856,0600,Coal Mining,"Mining and processing of coal (coking coal, thermal coal and ULV)",Beryllium & compounds,On-site landfill,512.27,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020SON001,SONOMA MINE MANAGEMENT PTY LTD,Sonoma Coal Mine,Mt Coolon Road,Collinsville,QLD,4804,-20.638,147.856,0600,Coal Mining,"Mining and processing of coal (coking coal, thermal coal and ULV)",Boron & compounds,On-site landfill,25613.29,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020SON001,SONOMA MINE MANAGEMENT PTY LTD,Sonoma Coal Mine,Mt Coolon Road,Collinsville,QLD,4804,-20.638,147.856,0600,Coal Mining,"Mining and processing of coal (coking coal, thermal coal and ULV)",Cadmium & compounds,On-site landfill,512.27,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020SON001,SONOMA MINE MANAGEMENT PTY LTD,Sonoma Coal Mine,Mt Coolon Road,Collinsville,QLD,4804,-20.638,147.856,0600,Coal Mining,"Mining and processing of coal (coking coal, thermal coal and ULV)",Chromium (III) compounds,On-site landfill,1024.53,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020SON001,SONOMA MINE MANAGEMENT PTY LTD,Sonoma Coal Mine,Mt Coolon Road,Collinsville,QLD,4804,-20.638,147.856,0600,Coal Mining,"Mining and processing of coal (coking coal, thermal coal and ULV)",Cobalt & compounds,On-site landfill,1280.66,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020SON001,SONOMA MINE MANAGEMENT PTY LTD,Sonoma Coal Mine,Mt Coolon Road,Collinsville,QLD,4804,-20.638,147.856,0600,Coal Mining,"Mining and processing of coal (coking coal, thermal coal and ULV)",Copper & compounds,On-site landfill,25997.49,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020SON001,SONOMA MINE MANAGEMENT PTY LTD,Sonoma Coal Mine,Mt Coolon Road,Collinsville,QLD,4804,-20.638,147.856,0600,Coal Mining,"Mining and processing of coal (coking coal, thermal coal and ULV)",Lead & compounds,On-site landfill,7043.65,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020SON001,SONOMA MINE MANAGEMENT PTY LTD,Sonoma Coal Mine,Mt Coolon Road,Collinsville,QLD,4804,-20.638,147.856,0600,Coal Mining,"Mining and processing of coal (coking coal, thermal coal and ULV)",Manganese & compounds,On-site landfill,272397.31,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020SON001,SONOMA MINE MANAGEMENT PTY LTD,Sonoma Coal Mine,Mt Coolon Road,Collinsville,QLD,4804,-20.638,147.856,0600,Coal Mining,"Mining and processing of coal (coking coal, thermal coal and ULV)",Mercury & compounds,On-site landfill,51.23,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020SON001,SONOMA MINE MANAGEMENT PTY LTD,Sonoma Coal Mine,Mt Coolon Road,Collinsville,QLD,4804,-20.638,147.856,0600,Coal Mining,"Mining and processing of coal (coking coal, thermal coal and ULV)",Nickel & compounds,On-site landfill,1792.93,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020SON001,SONOMA MINE MANAGEMENT PTY LTD,Sonoma Coal Mine,Mt Coolon Road,Collinsville,QLD,4804,-20.638,147.856,0600,Coal Mining,"Mining and processing of coal (coking coal, thermal coal and ULV)",Selenium & compounds,On-site landfill,2561.33,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020SON001,SONOMA MINE MANAGEMENT PTY LTD,Sonoma Coal Mine,Mt Coolon Road,Collinsville,QLD,4804,-20.638,147.856,0600,Coal Mining,"Mining and processing of coal (coking coal, thermal coal and ULV)",Zinc and compounds,On-site landfill,25485.22,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q019SCL001,STANWELL CORPORATION LIMITED,Stanwell Power Station,CAPRICORN HWY VIA,Gracemere,QLD,4702,-23.508888,150.317777,2611,Fossil Fuel Electricity Generation,Electricity generation using coal or coal derived products,Boron & compounds,On-site long term waste storage,6910,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q019SCL001,STANWELL CORPORATION LIMITED,Stanwell Power Station,CAPRICORN HWY VIA,Gracemere,QLD,4702,-23.508888,150.317777,2611,Fossil Fuel Electricity Generation,Electricity generation using coal or coal derived products,Chlorine & compounds,On-site long term waste storage,1330000,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q019SCL001,STANWELL CORPORATION LIMITED,Stanwell Power Station,CAPRICORN HWY VIA,Gracemere,QLD,4702,-23.508888,150.317777,2611,Fossil Fuel Electricity Generation,Electricity generation using coal or coal derived products,Chromium (III) compounds,On-site long term waste storage,28200,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q019SCL001,STANWELL CORPORATION LIMITED,Stanwell Power Station,CAPRICORN HWY VIA,Gracemere,QLD,4702,-23.508888,150.317777,2611,Fossil Fuel Electricity Generation,Electricity generation using coal or coal derived products,Cobalt & compounds,On-site long term waste storage,16200,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q019SCL001,STANWELL CORPORATION LIMITED,Stanwell Power Station,CAPRICORN HWY VIA,Gracemere,QLD,4702,-23.508888,150.317777,2611,Fossil Fuel Electricity Generation,Electricity generation using coal or coal derived products,Copper & compounds,On-site long term waste storage,51300,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q019SCL001,STANWELL CORPORATION LIMITED,Stanwell Power Station,CAPRICORN HWY VIA,Gracemere,QLD,4702,-23.508888,150.317777,2611,Fossil Fuel Electricity Generation,Electricity generation using coal or coal derived products,Fluoride compounds,On-site long term waste storage,0,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q019SCL001,STANWELL CORPORATION LIMITED,Stanwell Power Station,CAPRICORN HWY VIA,Gracemere,QLD,4702,-23.508888,150.317777,2611,Fossil Fuel Electricity Generation,Electricity generation using coal or coal derived products,Lead & compounds,On-site long term waste storage,13700,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q019SCL001,STANWELL CORPORATION LIMITED,Stanwell Power Station,CAPRICORN HWY VIA,Gracemere,QLD,4702,-23.508888,150.317777,2611,Fossil Fuel Electricity Generation,Electricity generation using coal or coal derived products,Manganese & compounds,On-site long term waste storage,540000,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q019SCL001,STANWELL CORPORATION LIMITED,Stanwell Power Station,CAPRICORN HWY VIA,Gracemere,QLD,4702,-23.508888,150.317777,2611,Fossil Fuel Electricity Generation,Electricity generation using coal or coal derived products,Mercury & compounds,On-site long term waste storage,12.8,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q019SCL001,STANWELL CORPORATION LIMITED,Stanwell Power Station,CAPRICORN HWY VIA,Gracemere,QLD,4702,-23.508888,150.317777,2611,Fossil Fuel Electricity Generation,Electricity generation using coal or coal derived products,Nickel & compounds,On-site long term waste storage,25500,Y,Y,N,N,N,N
