jurisdiction,year,data_start_date,data_end_date,first_published_date,last_updated_date,sub_threshold,jurisdiction_facility_id,registered_business_name,facility_name,site_address_street,site_address_suburb,site_address_state,site_address_postcode,site_latitude,site_longitude,ANZSIC code,ANZSIC name,main_activities,substance,destination,quantity_in_kg,mandatory_destination,mass_balance_estimation,engineering_calculations_estimation,direct_measurement_estimation,emission_factors_estimation,approved_alternative_estimation
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020NCP001,NEWLANDS COAL P/L,Newlands Coal,NEWLANDS COAL VIA,Glenden,QLD,4743,-21.211524,147.897182,0600,Coal Mining,Coal Mining Operation - Opencut & Underground coal mining and coal washing operation,Fluoride compounds,On-site tailings storage,187232.192,Y,N,N,Y,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020NCP001,NEWLANDS COAL P/L,Newlands Coal,NEWLANDS COAL VIA,Glenden,QLD,4743,-21.211524,147.897182,0600,Coal Mining,Coal Mining Operation - Opencut & Underground coal mining and coal washing operation,Lead & compounds,On-site tailings storage,18910.45139,Y,N,N,Y,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020NCP001,NEWLANDS COAL P/L,Newlands Coal,NEWLANDS COAL VIA,Glenden,QLD,4743,-21.211524,147.897182,0600,Coal Mining,Coal Mining Operation - Opencut & Underground coal mining and coal washing operation,Lead & compounds,Off-site landfill,1.152796,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020NCP001,NEWLANDS COAL P/L,Newlands Coal,NEWLANDS COAL VIA,Glenden,QLD,4743,-21.211524,147.897182,0600,Coal Mining,Coal Mining Operation - Opencut & Underground coal mining and coal washing operation,Manganese & compounds,On-site tailings storage,74518.41242,Y,N,N,Y,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020NCP001,NEWLANDS COAL P/L,Newlands Coal,NEWLANDS COAL VIA,Glenden,QLD,4743,-21.211524,147.897182,0600,Coal Mining,Coal Mining Operation - Opencut & Underground coal mining and coal washing operation,Mercury & compounds,On-site tailings storage,53.494912,Y,N,N,Y,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020NCP001,NEWLANDS COAL P/L,Newlands Coal,NEWLANDS COAL VIA,Glenden,QLD,4743,-21.211524,147.897182,0600,Coal Mining,Coal Mining Operation - Opencut & Underground coal mining and coal washing operation,Nickel & compounds,On-site tailings storage,25971.77978,Y,N,N,Y,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020NCP001,NEWLANDS COAL P/L,Newlands Coal,NEWLANDS COAL VIA,Glenden,QLD,4743,-21.211524,147.897182,0600,Coal Mining,Coal Mining Operation - Opencut & Underground coal mining and coal washing operation,Selenium & compounds,On-site tailings storage,1845.574464,Y,N,N,Y,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020NCP001,NEWLANDS COAL P/L,Newlands Coal,NEWLANDS COAL VIA,Glenden,QLD,4743,-21.211524,147.897182,0600,Coal Mining,Coal Mining Operation - Opencut & Underground coal mining and coal washing operation,Selenium & compounds,Off-site landfill,0.005549,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020NCP001,NEWLANDS COAL P/L,Newlands Coal,NEWLANDS COAL VIA,Glenden,QLD,4743,-21.211524,147.897182,0600,Coal Mining,Coal Mining Operation - Opencut & Underground coal mining and coal washing operation,Zinc and compounds,On-site tailings storage,45470.6752,Y,N,N,Y,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020NCP001,NEWLANDS COAL P/L,Newlands Coal,NEWLANDS COAL VIA,Glenden,QLD,4743,-21.211524,147.897182,0600,Coal Mining,Coal Mining Operation - Opencut & Underground coal mining and coal washing operation,Zinc and compounds,Off-site landfill,1.817284,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q033MEA003,JBS AUSTRALIA PTY LIMITED,Hans Continental Smallgoods - QDC,62 McRoyle Street,Wacol,QLD,4076,-27.597133,152.936299,1113,Cured Meat and Smallgoods Manufacturing,Meat and meat product manufacturing,Ammonia (total),Off-site sewerage,41730,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q033MEA003,JBS AUSTRALIA PTY LIMITED,Hans Continental Smallgoods - QDC,62 McRoyle Street,Wacol,QLD,4076,-27.597133,152.936299,1113,Cured Meat and Smallgoods Manufacturing,Meat and meat product manufacturing,Total Nitrogen,Off-site sewerage,30521,Y,N,Y,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q033MEA003,JBS AUSTRALIA PTY LIMITED,Hans Continental Smallgoods - QDC,62 McRoyle Street,Wacol,QLD,4076,-27.597133,152.936299,1113,Cured Meat and Smallgoods Manufacturing,Meat and meat product manufacturing,Total Phosphorus,Off-site sewerage,11917,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q080BHP002,BHP COAL PTY LTD,Hay Point Terminal,HAY POINT RD,Hay Point,QLD,4740,-21.276667,149.293333,5212,Port and Water Transport Terminal Operations,Bulk loading of coal to ships,Antimony & compounds,Off-site landfill,76.93,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q080BHP002,BHP COAL PTY LTD,Hay Point Terminal,HAY POINT RD,Hay Point,QLD,4740,-21.276667,149.293333,5212,Port and Water Transport Terminal Operations,Bulk loading of coal to ships,Arsenic & compounds,Off-site landfill,19.37,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q080BHP002,BHP COAL PTY LTD,Hay Point Terminal,HAY POINT RD,Hay Point,QLD,4740,-21.276667,149.293333,5212,Port and Water Transport Terminal Operations,Bulk loading of coal to ships,Chromium (III) compounds,Off-site landfill,202.27,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q080BHP002,BHP COAL PTY LTD,Hay Point Terminal,HAY POINT RD,Hay Point,QLD,4740,-21.276667,149.293333,5212,Port and Water Transport Terminal Operations,Bulk loading of coal to ships,Copper & compounds,Off-site landfill,151.16,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q080BHP002,BHP COAL PTY LTD,Hay Point Terminal,HAY POINT RD,Hay Point,QLD,4740,-21.276667,149.293333,5212,Port and Water Transport Terminal Operations,Bulk loading of coal to ships,Mercury & compounds,Off-site landfill,0.08,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q080BHP002,BHP COAL PTY LTD,Hay Point Terminal,HAY POINT RD,Hay Point,QLD,4740,-21.276667,149.293333,5212,Port and Water Transport Terminal Operations,Bulk loading of coal to ships,Nickel & compounds,Off-site landfill,12.16,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q080BHP002,BHP COAL PTY LTD,Hay Point Terminal,HAY POINT RD,Hay Point,QLD,4740,-21.276667,149.293333,5212,Port and Water Transport Terminal Operations,Bulk loading of coal to ships,Selenium & compounds,Off-site landfill,2.15,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q080BHP002,BHP COAL PTY LTD,Hay Point Terminal,HAY POINT RD,Hay Point,QLD,4740,-21.276667,149.293333,5212,Port and Water Transport Terminal Operations,Bulk loading of coal to ships,Zinc and compounds,Off-site landfill,704.7,Y,N,N,N,Y,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q023RCC001,UNITYWATER,Redcliffe Wastewater Treatment Plant,257 DUFFIELD RD,Clontarf,QLD,4019,-27.244247,153.080239,2812,Sewerage and Drainage Services,Waste water treatment,Total Nitrogen,Off-site reuse,101158,N,N,N,Y,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q023RCC001,UNITYWATER,Redcliffe Wastewater Treatment Plant,257 DUFFIELD RD,Clontarf,QLD,4019,-27.244247,153.080239,2812,Sewerage and Drainage Services,Waste water treatment,Total Phosphorus,Off-site reuse,26856,N,N,Y,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q023BCC005,CENTRAL SEQ DISTRIBUTOR-RETAILER AUTHORITY TRADING AS QUEENSLAND URBAN UTILITIES,Oxley Creek Wastewater Treatment Plant,240 DONALDSON RD,Rocklea,QLD,4106,-27.555915,152.991351,2812,Sewerage and Drainage Services,Sewerage and Wastewater Treatment,Ammonia (total),Off-site reuse,95000,N,N,N,Y,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q023BCC005,CENTRAL SEQ DISTRIBUTOR-RETAILER AUTHORITY TRADING AS QUEENSLAND URBAN UTILITIES,Oxley Creek Wastewater Treatment Plant,240 DONALDSON RD,Rocklea,QLD,4106,-27.555915,152.991351,2812,Sewerage and Drainage Services,Sewerage and Wastewater Treatment,Total Nitrogen,Off-site reuse,320000,N,N,N,Y,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q023BCC005,CENTRAL SEQ DISTRIBUTOR-RETAILER AUTHORITY TRADING AS QUEENSLAND URBAN UTILITIES,Oxley Creek Wastewater Treatment Plant,240 DONALDSON RD,Rocklea,QLD,4106,-27.555915,152.991351,2812,Sewerage and Drainage Services,Sewerage and Wastewater Treatment,Total Phosphorus,Off-site reuse,200000,N,N,N,Y,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q010CUB001,CUB PTY LTD,Yatala Brewery,Cnr Mulles Rd & Pacific Hwy,Yatala,QLD,4207,-27.755433,153.234616,1212,Beer Manufacturing,Manufacturing and packaging beer and RTD beverages,Ethanol,Off-site reuse,79920,N,N,Y,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q010CUB001,CUB PTY LTD,Yatala Brewery,Cnr Mulles Rd & Pacific Hwy,Yatala,QLD,4207,-27.755433,153.234616,1212,Beer Manufacturing,Manufacturing and packaging beer and RTD beverages,Phosphoric acid,On-site immobilisation,0,N,N,Y,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q010CUB001,CUB PTY LTD,Yatala Brewery,Cnr Mulles Rd & Pacific Hwy,Yatala,QLD,4207,-27.755433,153.234616,1212,Beer Manufacturing,Manufacturing and packaging beer and RTD beverages,Sulfuric acid,On-site immobilisation,0,N,N,Y,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q046SEQ007,QUEENSLAND BULK WATER SUPPLY AUTHORITY TRADING AS SEQWATER,North Pine WTP,Byrnes Road,Joyner,QLD,4500,-27.265432,152.942214,2811,Water Supply,Water reservoir operation,Ammonia (total),On-site landfill,193,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q046SEQ007,QUEENSLAND BULK WATER SUPPLY AUTHORITY TRADING AS SEQWATER,North Pine WTP,Byrnes Road,Joyner,QLD,4500,-27.265432,152.942214,2811,Water Supply,Water reservoir operation,Fluoride compounds,On-site landfill,279,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q046SEQ007,QUEENSLAND BULK WATER SUPPLY AUTHORITY TRADING AS SEQWATER,North Pine WTP,Byrnes Road,Joyner,QLD,4500,-27.265432,152.942214,2811,Water Supply,Water reservoir operation,Total Nitrogen,On-site landfill,10900,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q046SEQ007,QUEENSLAND BULK WATER SUPPLY AUTHORITY TRADING AS SEQWATER,North Pine WTP,Byrnes Road,Joyner,QLD,4500,-27.265432,152.942214,2811,Water Supply,Water reservoir operation,Total Phosphorus,On-site landfill,508,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020FOX001,ANGLO COAL (FOXLEIGH MANAGEMENT) PTY LTD,Foxleigh,Middlemount-Dysart Road,Middlemount,QLD,4746,-22.98347,148.77843,0600,Coal Mining,Coal mining,Antimony & compounds,On-site tailings storage,800,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020FOX001,ANGLO COAL (FOXLEIGH MANAGEMENT) PTY LTD,Foxleigh,Middlemount-Dysart Road,Middlemount,QLD,4746,-22.98347,148.77843,0600,Coal Mining,Coal mining,Arsenic & compounds,On-site tailings storage,5120,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020FOX001,ANGLO COAL (FOXLEIGH MANAGEMENT) PTY LTD,Foxleigh,Middlemount-Dysart Road,Middlemount,QLD,4746,-22.98347,148.77843,0600,Coal Mining,Coal mining,Beryllium & compounds,On-site tailings storage,1500,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020FOX001,ANGLO COAL (FOXLEIGH MANAGEMENT) PTY LTD,Foxleigh,Middlemount-Dysart Road,Middlemount,QLD,4746,-22.98347,148.77843,0600,Coal Mining,Coal mining,Boron & compounds,On-site tailings storage,61100,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020FOX001,ANGLO COAL (FOXLEIGH MANAGEMENT) PTY LTD,Foxleigh,Middlemount-Dysart Road,Middlemount,QLD,4746,-22.98347,148.77843,0600,Coal Mining,Coal mining,Cadmium & compounds,On-site tailings storage,110,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020FOX001,ANGLO COAL (FOXLEIGH MANAGEMENT) PTY LTD,Foxleigh,Middlemount-Dysart Road,Middlemount,QLD,4746,-22.98347,148.77843,0600,Coal Mining,Coal mining,Chromium (III) compounds,On-site tailings storage,46500,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020FOX001,ANGLO COAL (FOXLEIGH MANAGEMENT) PTY LTD,Foxleigh,Middlemount-Dysart Road,Middlemount,QLD,4746,-22.98347,148.77843,0600,Coal Mining,Coal mining,Cobalt & compounds,On-site tailings storage,6580,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020FOX001,ANGLO COAL (FOXLEIGH MANAGEMENT) PTY LTD,Foxleigh,Middlemount-Dysart Road,Middlemount,QLD,4746,-22.98347,148.77843,0600,Coal Mining,Coal mining,Copper & compounds,On-site tailings storage,27700,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020FOX001,ANGLO COAL (FOXLEIGH MANAGEMENT) PTY LTD,Foxleigh,Middlemount-Dysart Road,Middlemount,QLD,4746,-22.98347,148.77843,0600,Coal Mining,Coal mining,Fluoride compounds,On-site tailings storage,336000,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020FOX001,ANGLO COAL (FOXLEIGH MANAGEMENT) PTY LTD,Foxleigh,Middlemount-Dysart Road,Middlemount,QLD,4746,-22.98347,148.77843,0600,Coal Mining,Coal mining,Lead & compounds,On-site tailings storage,14600,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020FOX001,ANGLO COAL (FOXLEIGH MANAGEMENT) PTY LTD,Foxleigh,Middlemount-Dysart Road,Middlemount,QLD,4746,-22.98347,148.77843,0600,Coal Mining,Coal mining,Manganese & compounds,On-site tailings storage,488000,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020FOX001,ANGLO COAL (FOXLEIGH MANAGEMENT) PTY LTD,Foxleigh,Middlemount-Dysart Road,Middlemount,QLD,4746,-22.98347,148.77843,0600,Coal Mining,Coal mining,Mercury & compounds,On-site tailings storage,213,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020FOX001,ANGLO COAL (FOXLEIGH MANAGEMENT) PTY LTD,Foxleigh,Middlemount-Dysart Road,Middlemount,QLD,4746,-22.98347,148.77843,0600,Coal Mining,Coal mining,Nickel & compounds,On-site tailings storage,26900,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020FOX001,ANGLO COAL (FOXLEIGH MANAGEMENT) PTY LTD,Foxleigh,Middlemount-Dysart Road,Middlemount,QLD,4746,-22.98347,148.77843,0600,Coal Mining,Coal mining,Selenium & compounds,On-site tailings storage,415,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020FOX001,ANGLO COAL (FOXLEIGH MANAGEMENT) PTY LTD,Foxleigh,Middlemount-Dysart Road,Middlemount,QLD,4746,-22.98347,148.77843,0600,Coal Mining,Coal mining,Zinc and compounds,On-site tailings storage,157000,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q019SIE001,CS ENERGY LTD,Kogan Creek Power Station,1039 Banana Bridge Road,Brigalow,QLD,4412,-26.9175,150.75,2611,Fossil Fuel Electricity Generation,Combustion of fossil fuels to produce electricity,Boron & compounds,On-site long term waste storage,28500,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q019SIE001,CS ENERGY LTD,Kogan Creek Power Station,1039 Banana Bridge Road,Brigalow,QLD,4412,-26.9175,150.75,2611,Fossil Fuel Electricity Generation,Combustion of fossil fuels to produce electricity,Boron & compounds,Off-site reuse,102,N,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q019SIE001,CS ENERGY LTD,Kogan Creek Power Station,1039 Banana Bridge Road,Brigalow,QLD,4412,-26.9175,150.75,2611,Fossil Fuel Electricity Generation,Combustion of fossil fuels to produce electricity,Chromium (III) compounds,On-site long term waste storage,13800,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q019SIE001,CS ENERGY LTD,Kogan Creek Power Station,1039 Banana Bridge Road,Brigalow,QLD,4412,-26.9175,150.75,2611,Fossil Fuel Electricity Generation,Combustion of fossil fuels to produce electricity,Chromium (III) compounds,Off-site reuse,49.1,N,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q019SIE001,CS ENERGY LTD,Kogan Creek Power Station,1039 Banana Bridge Road,Brigalow,QLD,4412,-26.9175,150.75,2611,Fossil Fuel Electricity Generation,Combustion of fossil fuels to produce electricity,Cobalt & compounds,On-site long term waste storage,14400,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q019SIE001,CS ENERGY LTD,Kogan Creek Power Station,1039 Banana Bridge Road,Brigalow,QLD,4412,-26.9175,150.75,2611,Fossil Fuel Electricity Generation,Combustion of fossil fuels to produce electricity,Cobalt & compounds,Off-site reuse,51.4,N,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q019SIE001,CS ENERGY LTD,Kogan Creek Power Station,1039 Banana Bridge Road,Brigalow,QLD,4412,-26.9175,150.75,2611,Fossil Fuel Electricity Generation,Combustion of fossil fuels to produce electricity,Copper & compounds,On-site long term waste storage,45200,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q019SIE001,CS ENERGY LTD,Kogan Creek Power Station,1039 Banana Bridge Road,Brigalow,QLD,4412,-26.9175,150.75,2611,Fossil Fuel Electricity Generation,Combustion of fossil fuels to produce electricity,Copper & compounds,Off-site reuse,161,N,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q019SIE001,CS ENERGY LTD,Kogan Creek Power Station,1039 Banana Bridge Road,Brigalow,QLD,4412,-26.9175,150.75,2611,Fossil Fuel Electricity Generation,Combustion of fossil fuels to produce electricity,Lead & compounds,On-site long term waste storage,24500,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q019SIE001,CS ENERGY LTD,Kogan Creek Power Station,1039 Banana Bridge Road,Brigalow,QLD,4412,-26.9175,150.75,2611,Fossil Fuel Electricity Generation,Combustion of fossil fuels to produce electricity,Lead & compounds,Off-site reuse,87.4,N,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q019SIE001,CS ENERGY LTD,Kogan Creek Power Station,1039 Banana Bridge Road,Brigalow,QLD,4412,-26.9175,150.75,2611,Fossil Fuel Electricity Generation,Combustion of fossil fuels to produce electricity,Manganese & compounds,On-site long term waste storage,158000,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q019SIE001,CS ENERGY LTD,Kogan Creek Power Station,1039 Banana Bridge Road,Brigalow,QLD,4412,-26.9175,150.75,2611,Fossil Fuel Electricity Generation,Combustion of fossil fuels to produce electricity,Manganese & compounds,Off-site reuse,564,N,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q019SIE001,CS ENERGY LTD,Kogan Creek Power Station,1039 Banana Bridge Road,Brigalow,QLD,4412,-26.9175,150.75,2611,Fossil Fuel Electricity Generation,Combustion of fossil fuels to produce electricity,Mercury & compounds,On-site long term waste storage,74.3,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q019SIE001,CS ENERGY LTD,Kogan Creek Power Station,1039 Banana Bridge Road,Brigalow,QLD,4412,-26.9175,150.75,2611,Fossil Fuel Electricity Generation,Combustion of fossil fuels to produce electricity,Mercury & compounds,Off-site reuse,0.262,N,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q019SIE001,CS ENERGY LTD,Kogan Creek Power Station,1039 Banana Bridge Road,Brigalow,QLD,4412,-26.9175,150.75,2611,Fossil Fuel Electricity Generation,Combustion of fossil fuels to produce electricity,Nickel & compounds,On-site long term waste storage,10500,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q019SIE001,CS ENERGY LTD,Kogan Creek Power Station,1039 Banana Bridge Road,Brigalow,QLD,4412,-26.9175,150.75,2611,Fossil Fuel Electricity Generation,Combustion of fossil fuels to produce electricity,Nickel & compounds,Off-site reuse,37.4,N,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q019SIE001,CS ENERGY LTD,Kogan Creek Power Station,1039 Banana Bridge Road,Brigalow,QLD,4412,-26.9175,150.75,2611,Fossil Fuel Electricity Generation,Combustion of fossil fuels to produce electricity,Zinc and compounds,On-site long term waste storage,53300,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q019SIE001,CS ENERGY LTD,Kogan Creek Power Station,1039 Banana Bridge Road,Brigalow,QLD,4412,-26.9175,150.75,2611,Fossil Fuel Electricity Generation,Combustion of fossil fuels to produce electricity,Zinc and compounds,Off-site reuse,190,N,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020CCM001,ANGLO COAL (CAPCOAL MANAGEMENT) PTY LTD,Capcoal,TIERI RD,Middlemount,QLD,4746,-22.953171,148.571092,0600,Coal Mining,Coal mining,Antimony & compounds,On-site tailings storage,1040,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020CCM001,ANGLO COAL (CAPCOAL MANAGEMENT) PTY LTD,Capcoal,TIERI RD,Middlemount,QLD,4746,-22.953171,148.571092,0600,Coal Mining,Coal mining,Arsenic & compounds,On-site tailings storage,6640,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020CCM001,ANGLO COAL (CAPCOAL MANAGEMENT) PTY LTD,Capcoal,TIERI RD,Middlemount,QLD,4746,-22.953171,148.571092,0600,Coal Mining,Coal mining,Beryllium & compounds,On-site tailings storage,1950,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020CCM001,ANGLO COAL (CAPCOAL MANAGEMENT) PTY LTD,Capcoal,TIERI RD,Middlemount,QLD,4746,-22.953171,148.571092,0600,Coal Mining,Coal mining,Boron & compounds,On-site tailings storage,79200,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020CCM001,ANGLO COAL (CAPCOAL MANAGEMENT) PTY LTD,Capcoal,TIERI RD,Middlemount,QLD,4746,-22.953171,148.571092,0600,Coal Mining,Coal mining,Cadmium & compounds,On-site tailings storage,143,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020CCM001,ANGLO COAL (CAPCOAL MANAGEMENT) PTY LTD,Capcoal,TIERI RD,Middlemount,QLD,4746,-22.953171,148.571092,0600,Coal Mining,Coal mining,Chromium (III) compounds,On-site tailings storage,60300,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020CCM001,ANGLO COAL (CAPCOAL MANAGEMENT) PTY LTD,Capcoal,TIERI RD,Middlemount,QLD,4746,-22.953171,148.571092,0600,Coal Mining,Coal mining,Cobalt & compounds,On-site tailings storage,8530,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020CCM001,ANGLO COAL (CAPCOAL MANAGEMENT) PTY LTD,Capcoal,TIERI RD,Middlemount,QLD,4746,-22.953171,148.571092,0600,Coal Mining,Coal mining,Copper & compounds,On-site tailings storage,35900,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020CCM001,ANGLO COAL (CAPCOAL MANAGEMENT) PTY LTD,Capcoal,TIERI RD,Middlemount,QLD,4746,-22.953171,148.571092,0600,Coal Mining,Coal mining,Fluoride compounds,On-site tailings storage,436000,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020CCM001,ANGLO COAL (CAPCOAL MANAGEMENT) PTY LTD,Capcoal,TIERI RD,Middlemount,QLD,4746,-22.953171,148.571092,0600,Coal Mining,Coal mining,Lead & compounds,On-site tailings storage,18900,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020CCM001,ANGLO COAL (CAPCOAL MANAGEMENT) PTY LTD,Capcoal,TIERI RD,Middlemount,QLD,4746,-22.953171,148.571092,0600,Coal Mining,Coal mining,Manganese & compounds,On-site tailings storage,632000,Y,Y,N,N,N,N
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q020CCM001,ANGLO COAL (CAPCOAL MANAGEMENT) PTY LTD,Capcoal,TIERI RD,Middlemount,QLD,4746,-22.953171,148.571092,0600,Coal Mining,Coal mining,Mercury & compounds,On-site tailings storage,277,Y,Y,N,N,N,N
