jurisdiction,year,data_start_date,data_end_date,first_published_date,last_updated_date,sub_threshold,jurisdiction_facility_id,registered_business_name,facility_name,site_address_street,site_address_suburb,site_address_state,site_address_postcode,site_latitude,site_longitude,ANZSIC code,ANZSIC name,main_activities,substance,destination,quantity_in_kg
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q056BOL001,BORAL RESOURCES (QLD) PTY LIMITED,Boral Quarries West Burleigh,BERMUDA ST,West Burleigh,QLD,4220,-28.115278,153.421389,0911,Gravel and Sand Quarrying,Extraction of rock - crushing and screening,Particulate Matter 2.5 um,Air Total,2868.8
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q056BOL001,BORAL RESOURCES (QLD) PTY LIMITED,Boral Quarries West Burleigh,BERMUDA ST,West Burleigh,QLD,4220,-28.115278,153.421389,0911,Gravel and Sand Quarrying,Extraction of rock - crushing and screening,Zinc and compounds,Air Total,38.2753
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q056BOL001,BORAL RESOURCES (QLD) PTY LIMITED,Boral Quarries West Burleigh,BERMUDA ST,West Burleigh,QLD,4220,-28.115278,153.421389,0911,Gravel and Sand Quarrying,Extraction of rock - crushing and screening,Total Volatile Organic Compounds,Air Total,2607.48
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q056BOL001,BORAL RESOURCES (QLD) PTY LIMITED,Boral Quarries West Burleigh,BERMUDA ST,West Burleigh,QLD,4220,-28.115278,153.421389,0911,Gravel and Sand Quarrying,Extraction of rock - crushing and screening,Copper & compounds,Air Total,2.294
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q056BOL001,BORAL RESOURCES (QLD) PTY LIMITED,Boral Quarries West Burleigh,BERMUDA ST,West Burleigh,QLD,4220,-28.115278,153.421389,0911,Gravel and Sand Quarrying,Extraction of rock - crushing and screening,Manganese & compounds,Air Total,64.932
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q056BOL001,BORAL RESOURCES (QLD) PTY LIMITED,Boral Quarries West Burleigh,BERMUDA ST,West Burleigh,QLD,4220,-28.115278,153.421389,0911,Gravel and Sand Quarrying,Extraction of rock - crushing and screening,Fluoride compounds,Air Total,209.8
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q056BOL001,BORAL RESOURCES (QLD) PTY LIMITED,Boral Quarries West Burleigh,BERMUDA ST,West Burleigh,QLD,4220,-28.115278,153.421389,0911,Gravel and Sand Quarrying,Extraction of rock - crushing and screening,Carbon monoxide,Air Total,9353.7
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q056BOL001,BORAL RESOURCES (QLD) PTY LIMITED,Boral Quarries West Burleigh,BERMUDA ST,West Burleigh,QLD,4220,-28.115278,153.421389,0911,Gravel and Sand Quarrying,Extraction of rock - crushing and screening,Lead & compounds,Air Total,3.681
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q056BOL001,BORAL RESOURCES (QLD) PTY LIMITED,Boral Quarries West Burleigh,BERMUDA ST,West Burleigh,QLD,4220,-28.115278,153.421389,0911,Gravel and Sand Quarrying,Extraction of rock - crushing and screening,Mercury & compounds,Air Total,0.015404
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q056BOL001,BORAL RESOURCES (QLD) PTY LIMITED,Boral Quarries West Burleigh,BERMUDA ST,West Burleigh,QLD,4220,-28.115278,153.421389,0911,Gravel and Sand Quarrying,Extraction of rock - crushing and screening,Oxides of Nitrogen,Air Total,28610.7
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q056BOL001,BORAL RESOURCES (QLD) PTY LIMITED,Boral Quarries West Burleigh,BERMUDA ST,West Burleigh,QLD,4220,-28.115278,153.421389,0911,Gravel and Sand Quarrying,Extraction of rock - crushing and screening,Particulate Matter 10.0 um,Air Total,79113.98
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q056BOL001,BORAL RESOURCES (QLD) PTY LIMITED,Boral Quarries West Burleigh,BERMUDA ST,West Burleigh,QLD,4220,-28.115278,153.421389,0911,Gravel and Sand Quarrying,Extraction of rock - crushing and screening,Polycyclic aromatic hydrocarbons (B[a]Peq),Air Total,0.7483006
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q056BOL001,BORAL RESOURCES (QLD) PTY LIMITED,Boral Quarries West Burleigh,BERMUDA ST,West Burleigh,QLD,4220,-28.115278,153.421389,0911,Gravel and Sand Quarrying,Extraction of rock - crushing and screening,Sulfur dioxide,Air Total,15.02963
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q056BOL001,BORAL RESOURCES (QLD) PTY LIMITED,Boral Quarries West Burleigh,BERMUDA ST,West Burleigh,QLD,4220,-28.115278,153.421389,0911,Gravel and Sand Quarrying,Extraction of rock - crushing and screening,Boron & compounds,Air Total,2.1458
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q032PKT001,PACKER LEATHER P/L,Packer Leather,101-107 BOUNDARY RD,Narangba,QLD,4504,-27.201435,153.003931,1320,"Leather Tanning, Fur Dressing and Leather Product Manufacturing",Tanning and finishing of leather,Total Volatile Organic Compounds,Air Total,21234
QLD,2015,1/01/2014,31/12/2014,15/04/2016,15/04/2016,N,Q022MOB035,CHIPPEN HOLDINGS PTY LIMITED,Mobil Depot Chinchilla,Park Street,Chinchilla,QLD,4413,-26.732622,150.634746,3321,Petroleum Product Wholesaling,Petroleum product storage and wholesaling,n-Hexane,Air Total,1.549767014
QLD,2015,1/01/2014,31/12/2014,15/04/2016,15/04/2016,N,Q022MOB035,CHIPPEN HOLDINGS PTY LIMITED,Mobil Depot Chinchilla,Park Street,Chinchilla,QLD,4413,-26.732622,150.634746,3321,Petroleum Product Wholesaling,Petroleum product storage and wholesaling,Benzene,Air Total,0.818044659
QLD,2015,1/01/2014,31/12/2014,15/04/2016,15/04/2016,N,Q022MOB035,CHIPPEN HOLDINGS PTY LIMITED,Mobil Depot Chinchilla,Park Street,Chinchilla,QLD,4413,-26.732622,150.634746,3321,Petroleum Product Wholesaling,Petroleum product storage and wholesaling,Cyclohexane,Air Total,0.484667987
QLD,2015,1/01/2014,31/12/2014,15/04/2016,15/04/2016,N,Q022MOB035,CHIPPEN HOLDINGS PTY LIMITED,Mobil Depot Chinchilla,Park Street,Chinchilla,QLD,4413,-26.732622,150.634746,3321,Petroleum Product Wholesaling,Petroleum product storage and wholesaling,Xylenes (individual or mixed isomers),Air Total,0.648999998
QLD,2015,1/01/2014,31/12/2014,15/04/2016,15/04/2016,N,Q022MOB035,CHIPPEN HOLDINGS PTY LIMITED,Mobil Depot Chinchilla,Park Street,Chinchilla,QLD,4413,-26.732622,150.634746,3321,Petroleum Product Wholesaling,Petroleum product storage and wholesaling,Total Volatile Organic Compounds,Air Total,125.7210363
QLD,2015,1/01/2014,31/12/2014,15/04/2016,15/04/2016,N,Q022MOB035,CHIPPEN HOLDINGS PTY LIMITED,Mobil Depot Chinchilla,Park Street,Chinchilla,QLD,4413,-26.732622,150.634746,3321,Petroleum Product Wholesaling,Petroleum product storage and wholesaling,Cumene (1-methylethylbenzene),Air Total,0.602515839
QLD,2015,1/01/2014,31/12/2014,15/04/2016,15/04/2016,N,Q022MOB035,CHIPPEN HOLDINGS PTY LIMITED,Mobil Depot Chinchilla,Park Street,Chinchilla,QLD,4413,-26.732622,150.634746,3321,Petroleum Product Wholesaling,Petroleum product storage and wholesaling,Lead & compounds,Air Total,0.00038611
QLD,2015,1/01/2014,31/12/2014,15/04/2016,15/04/2016,N,Q022MOB035,CHIPPEN HOLDINGS PTY LIMITED,Mobil Depot Chinchilla,Park Street,Chinchilla,QLD,4413,-26.732622,150.634746,3321,Petroleum Product Wholesaling,Petroleum product storage and wholesaling,Ethylbenzene,Air Total,0.210107832
QLD,2015,1/01/2014,31/12/2014,15/04/2016,15/04/2016,N,Q022MOB035,CHIPPEN HOLDINGS PTY LIMITED,Mobil Depot Chinchilla,Park Street,Chinchilla,QLD,4413,-26.732622,150.634746,3321,Petroleum Product Wholesaling,Petroleum product storage and wholesaling,Toluene (methylbenzene),Air Total,1.114226986
QLD,2015,1/01/2014,31/12/2014,15/04/2016,15/04/2016,N,Q022AFD001,BP AUSTRALIA PTY LTD,Cloncurry Terminal,PHILLIP ST,Cloncurry,QLD,4824,-20.7161056,140.5016,3321,Petroleum Product Wholesaling,Bulk petroleum storage facility,Ethylbenzene,Air Total,14.48
QLD,2015,1/01/2014,31/12/2014,15/04/2016,15/04/2016,N,Q022AFD001,BP AUSTRALIA PTY LTD,Cloncurry Terminal,PHILLIP ST,Cloncurry,QLD,4824,-20.7161056,140.5016,3321,Petroleum Product Wholesaling,Bulk petroleum storage facility,Cumene (1-methylethylbenzene),Air Total,3.02
QLD,2015,1/01/2014,31/12/2014,15/04/2016,15/04/2016,N,Q022AFD001,BP AUSTRALIA PTY LTD,Cloncurry Terminal,PHILLIP ST,Cloncurry,QLD,4824,-20.7161056,140.5016,3321,Petroleum Product Wholesaling,Bulk petroleum storage facility,n-Hexane,Air Total,123.37
QLD,2015,1/01/2014,31/12/2014,15/04/2016,15/04/2016,N,Q022AFD001,BP AUSTRALIA PTY LTD,Cloncurry Terminal,PHILLIP ST,Cloncurry,QLD,4824,-20.7161056,140.5016,3321,Petroleum Product Wholesaling,Bulk petroleum storage facility,Toluene (methylbenzene),Air Total,124.49
QLD,2015,1/01/2014,31/12/2014,15/04/2016,15/04/2016,N,Q022AFD001,BP AUSTRALIA PTY LTD,Cloncurry Terminal,PHILLIP ST,Cloncurry,QLD,4824,-20.7161056,140.5016,3321,Petroleum Product Wholesaling,Bulk petroleum storage facility,Total Volatile Organic Compounds,Air Total,8569
QLD,2015,1/01/2014,31/12/2014,15/04/2016,15/04/2016,N,Q022AFD001,BP AUSTRALIA PTY LTD,Cloncurry Terminal,PHILLIP ST,Cloncurry,QLD,4824,-20.7161056,140.5016,3321,Petroleum Product Wholesaling,Bulk petroleum storage facility,Xylenes (individual or mixed isomers),Air Total,97.64
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q086ILB020,ALLOP PTY LTD,Hegford Farm,Lot 16 Daly Street,Chambersflat,QLD,4133,-27.761667,153.042778,0171,Poultry Farming (Meat),Meat Chicken Facility,Ammonia (total),Air Total,12540
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q056HOL001,HOLCIM (AUSTRALIA) PTY LTD,Mt Cordelia Quarry,201 Quarry Road,Ingham,QLD,4850,-18.651111,146.154622,0919,Other Construction Material Mining,Other Construction Material Mining,Polycyclic aromatic hydrocarbons (B[a]Peq),Air Total,0.29
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q056HOL001,HOLCIM (AUSTRALIA) PTY LTD,Mt Cordelia Quarry,201 Quarry Road,Ingham,QLD,4850,-18.651111,146.154622,0919,Other Construction Material Mining,Other Construction Material Mining,Particulate Matter 10.0 um,Air Total,25397
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q056HOL001,HOLCIM (AUSTRALIA) PTY LTD,Mt Cordelia Quarry,201 Quarry Road,Ingham,QLD,4850,-18.651111,146.154622,0919,Other Construction Material Mining,Other Construction Material Mining,Oxides of Nitrogen,Air Total,7577
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q056HOL001,HOLCIM (AUSTRALIA) PTY LTD,Mt Cordelia Quarry,201 Quarry Road,Ingham,QLD,4850,-18.651111,146.154622,0919,Other Construction Material Mining,Other Construction Material Mining,Mercury & compounds,Air Total,0.005
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q056HOL001,HOLCIM (AUSTRALIA) PTY LTD,Mt Cordelia Quarry,201 Quarry Road,Ingham,QLD,4850,-18.651111,146.154622,0919,Other Construction Material Mining,Other Construction Material Mining,Total Volatile Organic Compounds,Air Total,828
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q056HOL001,HOLCIM (AUSTRALIA) PTY LTD,Mt Cordelia Quarry,201 Quarry Road,Ingham,QLD,4850,-18.651111,146.154622,0919,Other Construction Material Mining,Other Construction Material Mining,Manganese & compounds,Air Total,26
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q056HOL001,HOLCIM (AUSTRALIA) PTY LTD,Mt Cordelia Quarry,201 Quarry Road,Ingham,QLD,4850,-18.651111,146.154622,0919,Other Construction Material Mining,Other Construction Material Mining,Carbon monoxide,Air Total,2770
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q056HOL001,HOLCIM (AUSTRALIA) PTY LTD,Mt Cordelia Quarry,201 Quarry Road,Ingham,QLD,4850,-18.651111,146.154622,0919,Other Construction Material Mining,Other Construction Material Mining,Sulfur dioxide,Air Total,5
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q056HOL001,HOLCIM (AUSTRALIA) PTY LTD,Mt Cordelia Quarry,201 Quarry Road,Ingham,QLD,4850,-18.651111,146.154622,0919,Other Construction Material Mining,Other Construction Material Mining,Zinc and compounds,Air Total,15
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q056HOL001,HOLCIM (AUSTRALIA) PTY LTD,Mt Cordelia Quarry,201 Quarry Road,Ingham,QLD,4850,-18.651111,146.154622,0919,Other Construction Material Mining,Other Construction Material Mining,Particulate Matter 2.5 um,Air Total,545
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q056HOL005,HOLCIM (AUSTRALIA) PTY LTD,Bargara,63 Cockerills Road,Innes Park,QLD,4670,-24.85913,152.470676,0919,Other Construction Material Mining,Other Construction Material Mining,Zinc and compounds,Air Total,6
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q056HOL005,HOLCIM (AUSTRALIA) PTY LTD,Bargara,63 Cockerills Road,Innes Park,QLD,4670,-24.85913,152.470676,0919,Other Construction Material Mining,Other Construction Material Mining,Chromium (III) compounds,Air Total,8
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q056HOL005,HOLCIM (AUSTRALIA) PTY LTD,Bargara,63 Cockerills Road,Innes Park,QLD,4670,-24.85913,152.470676,0919,Other Construction Material Mining,Other Construction Material Mining,Manganese & compounds,Air Total,57
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q056HOL005,HOLCIM (AUSTRALIA) PTY LTD,Bargara,63 Cockerills Road,Innes Park,QLD,4670,-24.85913,152.470676,0919,Other Construction Material Mining,Other Construction Material Mining,Mercury & compounds,Air Total,0.005
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q056HOL005,HOLCIM (AUSTRALIA) PTY LTD,Bargara,63 Cockerills Road,Innes Park,QLD,4670,-24.85913,152.470676,0919,Other Construction Material Mining,Other Construction Material Mining,Nickel & compounds,Air Total,6
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q039SLA001,SLACKS HARDWOOD MILLING PTY LTD,Slacks Hardwood Family Trust,36 Presslands Road,Gayndah,QLD,4625,-25.49409,151.51178,1411,Log Sawmilling,Timber milling and woodchipping,Carbon monoxide,Air Total,223.2299998
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q039SLA001,SLACKS HARDWOOD MILLING PTY LTD,Slacks Hardwood Family Trust,36 Presslands Road,Gayndah,QLD,4625,-25.49409,151.51178,1411,Log Sawmilling,Timber milling and woodchipping,Oxides of Nitrogen,Air Total,559.59
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q039SLA001,SLACKS HARDWOOD MILLING PTY LTD,Slacks Hardwood Family Trust,36 Presslands Road,Gayndah,QLD,4625,-25.49409,151.51178,1411,Log Sawmilling,Timber milling and woodchipping,Particulate Matter 10.0 um,Air Total,43.24968
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q039SLA001,SLACKS HARDWOOD MILLING PTY LTD,Slacks Hardwood Family Trust,36 Presslands Road,Gayndah,QLD,4625,-25.49409,151.51178,1411,Log Sawmilling,Timber milling and woodchipping,Polycyclic aromatic hydrocarbons (B[a]Peq),Air Total,0.01705242
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q039SLA001,SLACKS HARDWOOD MILLING PTY LTD,Slacks Hardwood Family Trust,36 Presslands Road,Gayndah,QLD,4625,-25.49409,151.51178,1411,Log Sawmilling,Timber milling and woodchipping,Particulate Matter 2.5 um,Air Total,40.84623
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q039SLA001,SLACKS HARDWOOD MILLING PTY LTD,Slacks Hardwood Family Trust,36 Presslands Road,Gayndah,QLD,4625,-25.49409,151.51178,1411,Log Sawmilling,Timber milling and woodchipping,Sulfur dioxide,Air Total,0.46596
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q039SLA001,SLACKS HARDWOOD MILLING PTY LTD,Slacks Hardwood Family Trust,36 Presslands Road,Gayndah,QLD,4625,-25.49409,151.51178,1411,Log Sawmilling,Timber milling and woodchipping,Total Volatile Organic Compounds,Air Total,49.06499998
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q058TWM001,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,100 Chum,New Chum,QLD,4303,-27.607495,152.834115,2921,Waste Treatment and Disposal Services,,Formaldehyde (methyl aldehyde),Air Total,0.000261905
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q058TWM001,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,100 Chum,New Chum,QLD,4303,-27.607495,152.834115,2921,Waste Treatment and Disposal Services,,Xylenes (individual or mixed isomers),Air Total,0.730406303
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q058TWM001,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,100 Chum,New Chum,QLD,4303,-27.607495,152.834115,2921,Waste Treatment and Disposal Services,,Ethanol,Air Total,0.007900275
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q058TWM001,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,100 Chum,New Chum,QLD,4303,-27.607495,152.834115,2921,Waste Treatment and Disposal Services,,Ethyl acetate,Air Total,0.123476682
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q058TWM001,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,100 Chum,New Chum,QLD,4303,-27.607495,152.834115,2921,Waste Treatment and Disposal Services,,Ethylbenzene,Air Total,0.384590968
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q058TWM001,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,100 Chum,New Chum,QLD,4303,-27.607495,152.834115,2921,Waste Treatment and Disposal Services,,Methyl isobutyl ketone,Air Total,0.139616846
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q058TWM001,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,100 Chum,New Chum,QLD,4303,-27.607495,152.834115,2921,Waste Treatment and Disposal Services,,Sulfur dioxide,Air Total,35.67360722
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q058TWM001,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,100 Chum,New Chum,QLD,4303,-27.607495,152.834115,2921,Waste Treatment and Disposal Services,,Styrene (ethenylbenzene),Air Total,0.031908251
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q058TWM001,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,100 Chum,New Chum,QLD,4303,-27.607495,152.834115,2921,Waste Treatment and Disposal Services,,Polycyclic aromatic hydrocarbons (B[a]Peq),Air Total,1.05632
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q058TWM001,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,100 Chum,New Chum,QLD,4303,-27.607495,152.834115,2921,Waste Treatment and Disposal Services,,Polychlorinated dioxins and furans (TEQ),Air Total,1.42219E-08
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q058TWM001,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,100 Chum,New Chum,QLD,4303,-27.607495,152.834115,2921,Waste Treatment and Disposal Services,,Toluene (methylbenzene),Air Total,2.02593258
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q058TWM001,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,100 Chum,New Chum,QLD,4303,-27.607495,152.834115,2921,Waste Treatment and Disposal Services,,Total Volatile Organic Compounds,Air Total,2698.00502
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q058TWM001,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,100 Chum,New Chum,QLD,4303,-27.607495,152.834115,2921,Waste Treatment and Disposal Services,,Dichloromethane,Air Total,0.398051492
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q058TWM001,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,100 Chum,New Chum,QLD,4303,-27.607495,152.834115,2921,Waste Treatment and Disposal Services,,"1,1,2-Trichloroethane",Air Total,0.016061916
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q058TWM001,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,100 Chum,New Chum,QLD,4303,-27.607495,152.834115,2921,Waste Treatment and Disposal Services,,n-Hexane,Air Total,0.199145311
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q058TWM001,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,100 Chum,New Chum,QLD,4303,-27.607495,152.834115,2921,Waste Treatment and Disposal Services,,Oxides of Nitrogen,Air Total,42833.62602
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q058TWM001,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,100 Chum,New Chum,QLD,4303,-27.607495,152.834115,2921,Waste Treatment and Disposal Services,,Particulate Matter 10.0 um,Air Total,2861.486251
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q058TWM001,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,100 Chum,New Chum,QLD,4303,-27.607495,152.834115,2921,Waste Treatment and Disposal Services,,Methyl ethyl ketone,Air Total,0.38110411
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q058TWM001,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,100 Chum,New Chum,QLD,4303,-27.607495,152.834115,2921,Waste Treatment and Disposal Services,,Mercury & compounds,Air Total,4.50686E-05
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q058TWM001,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,100 Chum,New Chum,QLD,4303,-27.607495,152.834115,2921,Waste Treatment and Disposal Services,,Hydrogen sulfide,Air Total,0.806902191
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q058TWM001,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,100 Chum,New Chum,QLD,4303,-27.607495,152.834115,2921,Waste Treatment and Disposal Services,,Hydrochloric acid,Air Total,0.038971152
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q058TWM001,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,100 Chum,New Chum,QLD,4303,-27.607495,152.834115,2921,Waste Treatment and Disposal Services,,Trichloroethylene,Air Total,0.082898092
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q058TWM001,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,100 Chum,New Chum,QLD,4303,-27.607495,152.834115,2921,Waste Treatment and Disposal Services,,Vinyl Chloride Monomer,Air Total,0.067627019
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q058TWM001,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,100 Chum,New Chum,QLD,4303,-27.607495,152.834115,2921,Waste Treatment and Disposal Services,,Tetrachloroethylene,Air Total,0.25651397
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q058TWM001,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,100 Chum,New Chum,QLD,4303,-27.607495,152.834115,2921,Waste Treatment and Disposal Services,,Particulate Matter 2.5 um,Air Total,2670.851939
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q058TWM001,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,100 Chum,New Chum,QLD,4303,-27.607495,152.834115,2921,Waste Treatment and Disposal Services,,"1,2-Dichloroethane",Air Total,0.008596396
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q058TWM001,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,100 Chum,New Chum,QLD,4303,-27.607495,152.834115,2921,Waste Treatment and Disposal Services,,Acetonitrile,Air Total,0.038183678
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q058TWM001,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,100 Chum,New Chum,QLD,4303,-27.607495,152.834115,2921,Waste Treatment and Disposal Services,,Cyclohexane,Air Total,0.064882827
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q058TWM001,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,100 Chum,New Chum,QLD,4303,-27.607495,152.834115,2921,Waste Treatment and Disposal Services,,Acetone,Air Total,0.290070332
QLD,2015,1/07/2014,30/06/2015,15/04/2016,15/04/2016,N,Q058TWM001,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,TRANSPACIFIC WASTE MANAGEMENT PTY LTD,100 Chum,New Chum,QLD,4303,-27.607495,152.834115,2921,Waste Treatment and Disposal Services,,Acrylonitrile (2-propenenitrile),Air Total,0.250364562
