TotalCars,Size,State,Suburb,lat,lng,CarsPerSQKM
2475,9.3798,Queensland,Hillcrest, 153.013236,-27.664684,263.86490117060066
6798,7.8961,South Australia,Hindmarsh - Brompton, 138.567872,-34.896701,860.9313458542825
6609,156.9794,Victoria,Ocean Grove - Barwon Heads, 144.473064,-38.247495,42.101065490121634
2234,6.8595,Queensland,Bentley Park, 145.724836,-17.009610,325.6797142648881
4560,7.0845,Queensland,Mermaid Waters, 153.422232,-28.051447,643.6586915096337
726,190.6822,Northern Territory,Ross, 133.830983,-23.778052,3.8073821258617744
5592,30.9189,New South Wales,Ingleburn - Denham Court, 150.847282,-33.990556,180.86025052637706
10717,42.088,New South Wales,Port Macquarie - East, 152.899862,-31.477223,254.63314959133245
4579,5.9678,Victoria,Beaumaris, 145.038537,-37.981991,767.2844264217969
2816,27991.3921,Queensland,Broadsound - Nebo, 148.704590,-22.355511,0.10060235625079897
1078,2.2371,Australian Capital Territory,Richardson, 149.108530,-35.426196,481.8738545438291
7171,57.5835,Victoria,Wangaratta, 146.306230,-36.354348,124.53220106454106
282,2.6068,Australian Capital Territory,O'Malley, 149.112823,-35.353746,108.17860978978058
4311,13.816,Queensland,Eagleby, 153.218012,-27.702973,312.02953097857556
3240,6.0371,South Australia,Greenwith, 138.715774,-34.765548,536.6815192724985
2460,2.3161,South Australia,Nailsworth - Broadview, 138.610904,-34.885008,1062.1303052545227
3812,2.1835,Victoria,Armadale, 145.020021,-37.857801,1745.8209297000228
4494,7.1927,Western Australia,Safety Bay - Shoalwater, 115.724475,-32.303020,624.8001445910437
2551,148.6221,Queensland,Beerwah, 152.981017,-26.855696,17.164338278089197
1379,1.6342,Australian Capital Territory,Downer, 149.143334,-35.242601,843.8379635295557
3803,480.2031,Queensland,Mareeba, 145.503698,-17.050086,7.919565700429672
2462,1517.7955,South Australia,Strathalbyn Region, 138.842179,-35.316563,1.6220894053250257
559,7483.1661,Northern Territory,Tiwi Islands, 130.972494,-11.552901,0.07470100122460198
2820,6.8909,Queensland,South Mackay, 149.177703,-21.164815,409.235368384391
2298,2.4567,Queensland,Alderley, 153.000432,-27.426074,935.4011478813042
1042,118.021,Northern Territory,Howard Springs, 131.044230,-12.467212,8.828937223036577
4211,31.8412,Western Australia,Mandurah - North, 115.774304,-32.481643,132.250040827607
1241,208.0475,Queensland,Glenlee - Rockyview, 150.447946,-23.227932,5.964983957990363
1654,2.2533,Australian Capital Territory,Banks, 149.100661,-35.471861,734.0345271379755
6355,9.233,New South Wales,Glenmore Park - Regentville, 150.679360,-33.784558,688.2919961009422
851,2160.1601,New South Wales,Bilpin - Colo - St Albans, 150.823772,-33.280353,0.3939522815924616
114,7.2338,Queensland,Eagle Farm - Pinkenba, 153.098553,-27.431423,15.759351931211812
1304,166.9089,New South Wales,Callala Bay - Currarong, 150.724189,-34.965830,7.812645101609322
1855,5.8339,Western Australia,Iluka - Burns Beach, 115.722384,-31.726706,317.96911157201873
3992,235.1886,Queensland,Atherton, 145.462848,-17.223183,16.973611816218984
6164,17.7776,New South Wales,St Ives, 151.169776,-33.720207,346.72846728467283
3734,70.1948,Queensland,Kingaroy, 151.835674,-26.525371,53.19482354818305
2859,681.95,Tasmania,Huonville - Franklin, 146.944142,-42.992856,4.192389471368869
398,92949.7351,Northern Territory,Elsey, 133.472955,-15.126141,0.004281884177204072
1794,5.1185,Queensland,Brinsmead, 145.715874,-16.898648,350.49330858649995
3710,161.2954,Queensland,Toowoomba - West, 151.843682,-27.565248,23.001275919834043
1890,8.3944,New South Wales,Erskine Park, 150.800907,-33.809116,225.15010006671116
7658,10.5547,Western Australia,Morley, 115.911950,-31.890085,725.5535448662681
3488,258.4524,Queensland,Greenbank, 152.919128,-27.767990,13.495715265170684
4364,8.6462,Western Australia,Murdoch - Kardinya, 115.826840,-32.067996,504.7304017950082
6284,27.1609,Queensland,North Lakes - Mango Hill, 153.030007,-27.233919,231.36199463198935
2271,26.0146,Queensland,Worongary - Tallai, 153.325668,-28.052222,87.29713314830902
2743,18.8364,Queensland,Annandale, 146.787772,-19.324943,145.6223057484445
6501,9.8132,New South Wales,Parklea - Kellyville Ridge, 150.918556,-33.710825,662.4750336281743
3145,165.4118,New South Wales,Moruya - Tuross Head, 150.098107,-35.936557,19.013153837876136
993,146690.0605,New South Wales,Far West, 143.079407,-30.879601,0.0067693748070954
7248,21.5199,New South Wales,Wallsend - Elermore Vale, 151.663431,-32.905145,336.80453905454954
4012,3.5836,Queensland,Paddington - Milton, 152.999849,-27.464510,1119.5445920303605
3406,6.4901,Queensland,Brighton (Qld), 153.054382,-27.296193,524.799309717878
3888,33.6996,New South Wales,Coffs Harbour - South, 153.095090,-30.322616,115.37228928533277
6428,6.5225,Victoria,St Albans - North, 144.801086,-37.737565,985.511690302798
1721,100.0625,Queensland,Bohle Plains, 146.629643,-19.320037,17.199250468457215
1100,4.2808,Queensland,Fig Tree Pocket, 152.960417,-27.525275,256.9613156419361
8049,196.2398,Western Australia,Busselton, 115.312033,-33.658841,41.01614453337193
3567,46.1617,Queensland,Condon - Rasmussen, 146.692916,-19.353318,77.27185090670403
2755,318.3924,Tasmania,Dodges Ferry - Lewisham, 147.732638,-42.809155,8.652844728705835
2709,6.7389,Queensland,Mount Sheridan, 145.730079,-16.988353,401.99439077594263
8753,9.0561,New South Wales,Lane Cove - Greenwich, 151.169678,-33.823211,966.530846611676
6061,48.0827,New South Wales,Rosemeadow - Glen Alpine, 150.773475,-34.124668,126.05365339300829
3646,9.7527,South Australia,Flagstaff Hill, 138.577986,-35.045376,373.8451915879705
3390,6.9167,Queensland,Marsden, 153.096712,-27.673364,490.1181199126751
10,77.047,Australian Capital Territory,Kowen, 149.306433,-35.304793,0.12979090684906616
7699,8.2016,New South Wales,Kingsgrove (North) - Earlwood, 151.117891,-33.929466,938.7192742879439
3107,15.0334,New South Wales,Wyong, 151.438001,-33.279510,206.6731411390637
5224,7.6491,Western Australia,Duncraig, 115.778163,-31.831906,682.9561647775555
3967,6.2232,New South Wales,North Ryde - East Ryde, 151.131652,-33.800620,637.4534001799717
1473,2.495,Australian Capital Territory,Isabella Plains, 149.095051,-35.429245,590.3807615230461
1298,4.6173,Queensland,East Mackay, 149.203061,-21.148502,281.1166699153185
221,7423.989,Queensland,Aurukun, 141.817266,-13.846795,0.029768363072736236
3933,5.9807,Victoria,West Footscray - Tottenham, 144.864653,-37.802184,657.6153293092782
4243,21.2107,Western Australia,Port Kennedy, 115.744637,-32.371199,200.0405455736963
6402,97.5456,South Australia,Murray Bridge, 139.268363,-35.135700,65.63084342092314
4020,97.3395,New South Wales,Merimbula - Tura Beach, 149.882654,-36.922721,41.29875333240874
5563,3.1795,Victoria,Brunswick West, 144.940290,-37.764137,1749.6461707815695
3527,12.2123,South Australia,Marino - Seaview Downs, 138.534863,-35.043798,288.8071861975221
8405,6.1164,New South Wales,Mortdale - Penshurst, 151.074318,-33.970704,1374.174350925381
1063,142.6706,Western Australia,Little Grove - Elleker, 117.821844,-35.059119,7.450729162139922
2397,7.368,Queensland,Mountain Creek, 153.102436,-26.700383,325.3257328990228
2183,1.69,Queensland,Red Hill (Qld), 152.999068,-27.452369,1291.715976331361
4565,2.9988,Queensland,Mermaid Beach - Broadbeach, 153.433362,-28.032791,1522.2755768974255
2340,4163.8196,Western Australia,Bridgetown - Boyup Brook, 116.387374,-33.885546,0.5619840014202344
2953,4.5652,Western Australia,Seville Grove, 115.988722,-32.134740,646.8500832384124
3468,5479.977,New South Wales,Glen Innes, 151.917017,-29.631074,0.6328493714480918
2580,21.0049,Queensland,Yorkeys Knob - Machans Beach, 145.730518,-16.838609,122.8284828778047
2852,6193.3066,Victoria,Loddon, 143.823541,-36.380778,0.46049714380360246
1119,84.3944,Tasmania,Turners Beach - Forth, 146.258947,-41.218954,13.259173594456504
2504,5.3762,New South Wales,North Rocks, 151.018242,-33.774855,465.75648227372494
3065,161.179,Victoria,Ararat, 142.983298,-37.265815,19.01612492942629
4196,17.8734,Queensland,Strathpine - Brendale, 152.987266,-27.316329,234.7622724271823
1800,17.3326,South Australia,Tanunda, 138.968247,-34.524869,103.85054752316445
6525,33.4047,New South Wales,Menai - Lucas Heights - Woronora, 151.012533,-34.019778,195.3317946277021
4983,6.7462,New South Wales,Hamilton - Broadmeadow, 151.739876,-32.923025,738.6380480863301
9170,2.369,Victoria,Melbourne, 144.963259,-37.814466,3870.83157450401
2268,4.0907,Australian Capital Territory,Narrabundah, 149.148879,-35.335116,554.4283374483584
3512,908.2603,New South Wales,Murwillumbah Region, 153.278313,-28.388159,3.8667329178650656
135,16.2918,New South Wales,Lord Howe Island, 159.071174,-31.527517,8.286377195889958
1959,362.9642,Tasmania,Port Sorell, 146.504768,-41.212593,5.397226503330081
6486,10.5485,New South Wales,Lambton - New Lambton, 151.706238,-32.925587,614.8741527231359
2225,8.0893,Queensland,Reedy Creek - Andrews, 153.397229,-28.111435,275.0547018901512
2885,1273.685,Queensland,Bundaberg Region - North, 152.163478,-24.755585,2.2650812406521235
7897,125.1186,New South Wales,Taree, 152.493575,-31.909104,63.11611542968032
0,24.3744,Northern Territory,East Arm, 130.912188,-12.477547,0.0
5747,9.4112,Victoria,Clayton, 145.131230,-37.915263,610.6553893233595
1295,18.9529,Northern Territory,Mount Johns, 133.903708,-23.720358,68.32727445404133
1626,8.8361,Western Australia,Helena Valley - Koongamia, 116.046501,-31.918482,184.01783592308823
2818,624.1895,Queensland,Walkerston - Eton, 149.049152,-21.277876,4.514654604090585
5581,5700.3325,Queensland,Wambo, 151.239762,-26.964770,0.9790656948520108
6255,2.5815,New South Wales,Balmain, 151.177806,-33.855084,2423.0098779779196
5688,26.8976,Western Australia,Forrestfield - Wattle Grove, 116.007346,-31.982896,211.46868122062935
4294,7.9265,Queensland,Currumbin - Tugun, 153.490092,-28.147773,541.7271178956664
3079,6.0348,Western Australia,Padbury, 115.768927,-31.806568,510.2074633790681
3081,39.9733,Victoria,Mooroopna, 145.348199,-36.393831,77.07644852939336
5225,8.6347,Western Australia,Parkwood - Ferndale - Lynwood, 115.922397,-32.039961,605.1165645592782
3220,134.3176,Queensland,Landsborough, 152.987067,-26.789506,23.97303108453397
1816,3.3069,Queensland,Aitkenvale, 146.769305,-19.300095,549.154797544528
5422,18.4632,Victoria,Taylors Lakes, 144.791895,-37.688548,293.6652367953551
1087,513.1748,Victoria,Chiltern - Indigo Valley, 146.644843,-36.136304,2.1181866295850846
3332,4.1591,Australian Capital Territory,Ngunnawal, 149.113367,-35.172788,801.134860907408
5601,23.6461,New South Wales,Leumeah - Minto Heights, 150.857657,-34.052645,236.86781329690731
1708,1.3864,Queensland,Hawthorne, 153.058889,-27.464562,1231.9676860934794
5103,109.4864,New South Wales,Raymond Terrace, 151.746546,-32.800923,46.608528547837906
2981,9.396,Queensland,Camira - Gailes, 152.917391,-27.631360,317.26266496381436
3581,12.7086,New South Wales,Shortland - Jesmond, 151.696181,-32.882065,281.77769384511276
1556,679.0802,Tasmania,Westbury, 146.816348,-41.535580,2.29133466120791
4849,7.9871,South Australia,Smithfield - Elizabeth North, 138.688275,-34.691352,607.1039551276433
5781,144.5297,Queensland,Bargara - Burnett Heads, 152.427013,-24.845237,39.99869922929336
5497,13.7476,New South Wales,Campbelltown - Woodbine, 150.808925,-34.057560,399.85161046291717
5333,7.0272,South Australia,Parafield Gardens, 138.613070,-34.783586,758.9082422586521
6710,20.3079,Victoria,Carrum Downs, 145.174564,-38.092234,330.4132874398633
3199,170.3565,Queensland,Kelso, 146.667989,-19.429873,18.778267926377918
1366,16.919,Western Australia,Hazelmere - Guildford, 115.999073,-31.916929,80.73763224776877
2744,24.6577,Queensland,Coomera, 153.329695,-27.848723,111.28369637070774
9286,8.443,Victoria,Essendon - Aberfeldie, 144.908835,-37.750189,1099.8460262939714
3683,9.3531,New South Wales,Budgewoi - Buff Point - Halekulani, 151.545220,-33.233012,393.7731874993318
4515,10.4597,Tasmania,Glenorchy, 147.255875,-42.844114,431.6567396770462
4992,330.5208,New South Wales,Morisset - Cooranbong, 151.448463,-33.095909,15.10343675798921
4051,5.0785,Victoria,Nunawading, 145.176521,-37.817343,797.6764792753766
1199,1.5822,Australian Capital Territory,Fisher, 149.057942,-35.360390,757.805587157123
3540,2207.1817,Queensland,Bundaberg Region - South, 152.307618,-25.166005,1.6038552693690782
5043,2532.3197,Victoria,Maffra, 146.876462,-37.859921,1.9914547124519861
8109,728.7626,Victoria,Wonthaggi - Inverloch, 145.601575,-38.503497,11.127080341389638
2959,17.512,Victoria,Keilor, 144.846048,-37.722830,168.96984924623115
8180,9.9383,South Australia,Rostrevor - Magill, 138.674152,-34.899399,823.0783936890615
4274,6.8309,Queensland,Ashmore, 153.372432,-27.988144,625.6862199710141
1478,1.3831,Queensland,Balmoral, 153.068698,-27.456504,1068.6139830814836
2347,74.8096,Western Australia,Roleystone, 116.096975,-32.115096,31.372978869022155
2441,146.2329,Tasmania,Margate - Snug, 147.209940,-43.030065,16.692550034910063
1188,319.504,Victoria,Kinglake, 145.427997,-37.501286,3.7182633081275975
2194,3.2389,Queensland,Chelmer - Graceville, 152.976842,-27.516513,677.3904720738523
1944,2355.4671,Queensland,Gin Gin, 151.833221,-25.026883,0.8253140109662326
7362,9.2257,South Australia,Paradise - Newton, 138.669158,-34.876029,797.988228535504
2936,1979.7593,New South Wales,Kyogle, 152.937612,-28.511979,1.4830085657382694
7497,11.2033,New South Wales,Seven Hills - Toongabbie, 150.923735,-33.792302,669.1778315317808
605,33509.2427,Northern Territory,West Arnhem, 133.399148,-12.125977,0.018054720168295537
2536,55.7463,Tasmania,Bridgewater - Gagebrook, 147.147577,-42.733414,45.49180842495377
0,1.8118,Australian Capital Territory,Parkes (ACT) - South, 149.129521,-35.300363,0.0
3375,8.2061,Queensland,Brassall, 152.736562,-27.591694,411.27941409439325
8620,92.3577,Victoria,Ballarat - North, 143.900044,-37.523957,93.33277030502059
5306,9.7817,Queensland,Albany Creek, 152.967955,-27.353668,542.4414978991382
2834,11.7008,Western Australia,Swanbourne - Mount Claremont, 115.780113,-31.966195,242.20566115137427
3006,7948.9587,New South Wales,Scone Region, 150.647032,-31.981266,0.3781627397309285
3008,4.9312,Queensland,Gulliver - Currajong - Vincent, 146.771250,-19.281052,609.9935107073329
5150,40.8734,New South Wales,Katoomba - Leura, 150.310599,-33.702516,125.99881585578886
1290,39.8289,Queensland,Belgian Gardens - Pallarenda, 146.750374,-19.210633,32.38854198835519
6798,62.142,Victoria,Tarneit, 144.653577,-37.832475,109.39461233948055
2056,5.1335,Queensland,Logan Central, 153.101383,-27.646155,400.5064770624331
3,318.3852,Western Australia,Malmalling - Reservoir, 116.282136,-31.970667,0.009422548535547507
3848,5.4149,Western Australia,Mosman Park - Peppermint Grove, 115.766129,-32.007952,710.6317752867088
2165,33.6496,Queensland,Stanthorpe, 151.935486,-28.660635,64.33954638390946
1581,1.9048,Queensland,Robertson, 153.057405,-27.565390,830.0083998320033
944,490.031,Queensland,Torres Strait Islands, 142.262350,-10.187783,1.926408737406409
3508,81.8992,Victoria,Mount Dandenong - Olinda, 145.372679,-37.858885,42.83314122726474
3479,69.829,Queensland,Ayr, 147.410091,-19.579981,49.82170731358032
889,55.5614,Queensland,Upper Caboolture, 152.867825,-27.127389,16.000316766676146
1606,11.447,Tasmania,Burnie - Wivenhoe, 145.939295,-41.075416,140.2987682362191
9244,5.0678,New South Wales,Chatswood (East) - Artarmon, 151.189234,-33.799007,1824.0656695212913
1813,2.4051,Queensland,Woolloongabba, 153.038349,-27.492908,753.8148101950023
5141,10.1962,Queensland,Carindale, 153.111680,-27.509572,504.20744983425203
9300,5.1425,Victoria,Brunswick, 144.960826,-37.766775,1808.458920758386
2851,5.4954,Queensland,The Range - Allenstown, 150.500311,-23.393690,518.797539760527
5011,2.9371,Victoria,Ormond - Glen Huntly, 145.039978,-37.897180,1706.1046610602295
527,175242.1535,Northern Territory,Petermann - Simpson, 131.407788,-24.934440,0.0030072673125418996
87,67.8134,Other Territories,Jervis Bay, 150.682088,-35.159348,1.2829322818204072
1469,24.9311,Queensland,Morayfield, 152.915536,-27.147542,58.922390107135264
8004,8.4965,New South Wales,Parramatta - Rosehill, 151.019675,-33.819319,942.0349555699406
2090,4.2458,Queensland,Manunda, 145.749488,-16.916601,492.2511658580244
2702,15.6698,New South Wales,Tuncurry, 152.484934,-32.159874,172.43359838670563
4469,49.5814,New South Wales,Shellharbour - Flinders, 150.839033,-34.601652,90.13460692921136
6634,12.4321,Victoria,Seaford (Vic.), 145.142168,-38.102775,533.6186163238713
540,2609.0396,Northern Territory,Anindilyakwa, 136.643450,-13.994320,0.20697271133791914
2366,364.439,South Australia,Adelaide Hills, 138.882431,-34.792822,6.492170157420034
0,3.0845,Australian Capital Territory,Lawson, 149.087598,-35.225528,0.0
4773,12.2999,South Australia,St Agnes - Ridgehaven, 138.725310,-34.829090,388.0519353815885
3407,8.8907,Victoria,Upwey - Tecoma, 145.329547,-37.903914,383.20942108045483
3083,1.2805,New South Wales,Woollahra, 151.241654,-33.885770,2407.6532604451386
4198,2.147,Victoria,Kensington (Vic.), 144.924706,-37.794845,1955.2864462040059
4774,4.45,Victoria,Mentone, 145.061584,-37.984202,1072.808988764045
1755,14.9319,Tasmania,Youngtown - Relbia, 147.187040,-41.486107,117.53360255560243
2978,9.6008,Queensland,Enoggera, 152.973887,-27.425802,310.18248479293396
5815,15.974,Victoria,Bendigo, 144.266382,-36.748266,364.0290472017028
5332,3.5033,New South Wales,Kogarah Bay - Carlton - Allawah, 151.125098,-33.977793,1521.9935489395714
1989,13.0034,New South Wales,Queanbeyan - East, 149.250578,-35.352381,152.9599950782103
2263,211.8677,Victoria,Woodend, 144.519345,-37.357173,10.681193971520907
2010,6.6757,Queensland,Springfield, 152.909233,-27.655653,301.0920203124766
1869,1970.8746,New South Wales,Junee, 147.672658,-34.815180,0.948309953357763
2740,3.53,South Australia,Walkerville, 138.611829,-34.894434,776.2039660056657
1357,68340.305,Queensland,Dalrymple, 145.816453,-20.458463,0.019856510736965545
445,34828.0713,Northern Territory,Daly, 130.912219,-14.033913,0.012777049758710008
888,4404.897,South Australia,Naracoorte Region, 140.405941,-36.995421,0.20159381706314586
6435,13.2937,New South Wales,Pennant Hills - Cheltenham, 151.066890,-33.741693,484.0638798829521
1930,9827.5053,Western Australia,Merredin, 118.427194,-31.713715,0.19638758169888748
926,51.1523,Queensland,Magnetic Island, 146.833446,-19.142154,18.10280280652092
1543,669.1832,Queensland,Babinda, 145.928146,-17.355842,2.305796080953616
5591,45.6023,Victoria,Sale, 147.053610,-38.106946,122.60346517609858
3301,4710.2068,New South Wales,Bega-Eden Hinterland, 149.692564,-37.004928,0.7008184863560556
5919,10.9419,Queensland,Torquay - Scarness - Kawungan, 152.847177,-25.302300,540.94809859348
4186,262.3964,New South Wales,Muswellbrook, 150.899948,-32.310528,15.952962769306284
3651,4.263,Victoria,Burwood East, 145.147563,-37.853714,856.439127375088
5377,2.1438,Queensland,New Farm, 153.045927,-27.467402,2508.1630749137043
