TotalCars,Size,State,Suburb,lat,lng,CarsPerSQKM
1748,4128.5683,New South Wales,Dubbo Region, 148.777670,-32.120026,0.4233913243000001
2189,1008.6849,Queensland,Northern Beaches, 146.522793,-19.177916,2.1701524430473778
4146,4.3549,New South Wales,Oatley - Hurstville Grove, 151.084134,-33.977449,952.0310454889894
6109,5.6846,Victoria,Hampton, 145.016837,-37.937265,1074.6578475178553
2195,6.7016,Australian Capital Territory,Nicholls, 149.097039,-35.188375,327.5337232899606
2373,6.9162,Queensland,Oxley (Qld), 152.977558,-27.563164,343.1074867701917
5240,5.9826,South Australia,St Peters - Marden, 138.627209,-34.903325,875.8733660950089
8937,61.8243,Victoria,Dandenong, 145.199350,-38.020453,144.55481097238464
2590,2765.5697,Queensland,Ingham Region, 146.041626,-18.655487,0.9365159012264272
2247,2.0607,Queensland,Bulimba, 153.060832,-27.449538,1090.4061726597756
5381,16.1176,Victoria,Templestowe, 145.144903,-37.756264,333.85863900332555
4802,26.8573,Queensland,Oxenford - Maudsland, 153.294689,-27.923444,178.79682618878294
5405,13.0112,Queensland,Rochedale South - Priestdale, 153.145906,-27.605757,415.41133792424984
2266,417.8856,Victoria,Paynesville, 147.528522,-37.968255,5.422536694253164
3829,3.5966,Victoria,Blackburn South, 145.147083,-37.839259,1064.616582327754
8367,21.9175,New South Wales,Glendale - Cardiff - Hillsborough, 151.659978,-32.948257,381.74974335576593
5286,3.8361,Victoria,Ascot Vale, 144.922725,-37.779840,1377.961992648784
1981,21216.0023,New South Wales,Nyngan - Warren, 147.134804,-31.302835,0.0933729159710734
975,1498.8166,Victoria,Moira, 145.928283,-36.125841,0.6505132115563705
6515,7.0812,Western Australia,Mount Lawley - Inglewood, 115.877929,-31.926262,920.041800824719
5406,183.8175,Victoria,Echuca, 144.779883,-36.154953,29.40960463503203
1436,3.9851,Tasmania,Norwood (Tas.), 147.181098,-41.459484,360.3422749742792
3,23.9105,Northern Territory,Buffalo Creek, 130.919661,-12.368217,0.1254678906756446
2879,856.7892,Victoria,Creswick - Clunes, 143.821484,-37.355171,3.360219760006312
1003,53.6776,New South Wales,Wagga Wagga - North, 147.398294,-35.078570,18.685634231038645
5946,249.6587,Queensland,Jimboomba, 153.026633,-27.863694,23.816514305329633
2431,56.6584,Western Australia,Glen Forrest - Darlington, 116.094713,-31.892875,42.90625926605764
1129,11.7191,Northern Territory,Durack - Marlow Lagoon, 130.964093,-12.478096,96.33845602478007
2460,63.264,Tasmania,New Norfolk, 147.078617,-42.767912,38.88467374810318
3004,10.7506,Queensland,Boondall, 153.072911,-27.348235,279.4262645805815
2697,5.3073,Victoria,Aspendale Gardens - Waterways, 145.123282,-38.021209,508.16799502571934
4016,2099.4271,Queensland,Boonah, 152.663413,-28.003071,1.912902810485775
2701,3.8539,New South Wales,Sydenham - Tempe - St Peters, 151.168556,-33.920452,700.8484911388464
2523,101.7067,Tasmania,Cambridge, 147.466660,-42.850868,24.806625325568522
4470,189.4635,New South Wales,Pottsville, 153.484646,-28.431776,23.592934786911464
1713,13538.3952,Western Australia,Moora, 116.773610,-30.195377,0.12652902908315158
1583,2.0316,Queensland,Heatley, 146.754516,-19.292509,779.1888166962
1070,3.5714,Australian Capital Territory,Deakin, 149.102422,-35.318927,299.60239681917454
1347,3142.4876,New South Wales,Muswellbrook Region, 150.516364,-32.487976,0.4286413095154298
3463,26.6144,South Australia,Golden Grove, 138.732335,-34.765091,130.11753035950463
1988,3.4119,Australian Capital Territory,Monash, 149.088723,-35.415262,582.6665494299364
2427,4.4061,Victoria,Cairnlea, 144.790545,-37.759210,550.8272622046708
2072,1627.5521,Victoria,Maryborough Region, 143.705733,-36.967723,1.2730775254445004
8901,40.8707,South Australia,Whyalla, 137.542742,-33.042104,217.78437854012776
1203,31878.8633,South Australia,West Coast (SA), 134.350414,-32.259265,0.037736602735142066
1931,3931.6265,Tasmania,West Coast (Tas.), 145.604845,-41.930212,0.49114533132788685
4887,326.806,Victoria,Drouin, 145.810601,-38.132926,14.953825817151461
1281,6742.5352,New South Wales,Walcha, 151.749061,-31.197581,0.1899878846757819
1293,94.8138,New South Wales,Eden, 149.891530,-37.030704,13.63725533624852
3528,8.5727,South Australia,Christie Downs, 138.497029,-35.139221,411.5389550550002
2748,12.0887,New South Wales,Kincumber - Picketts Valley, 151.393156,-33.468450,227.3197283413436
4764,9.385,Queensland,Regents Park - Heritage Park, 153.050122,-27.681233,507.61854022376133
2685,103.6371,New South Wales,Cooma, 149.111140,-36.248200,25.907710655740075
1003,16.1611,Queensland,Weipa, 141.876158,-12.635120,62.06260712451503
0,21.0334,Western Australia,Rockingham Lakes, 115.781412,-32.322716,0.0
2930,1227.0638,Western Australia,Busselton Region, 115.586464,-33.684767,2.387813901771041
2674,31.6019,Queensland,Mount Louisa, 146.729357,-19.252799,84.61516554384389
1012,84056.1136,Queensland,Mount Isa Region, 139.652813,-20.836084,0.012039576381271094
6143,4.6747,Victoria,Albert Park, 144.961283,-37.844894,1314.0950221404582
1535,239.4535,Tasmania,Cygnet, 147.104534,-43.136650,6.410430417596736
2913,143.2081,New South Wales,Deniliquin, 144.973193,-35.529081,20.341028196030813
6953,11.305,South Australia,Burnside - Wattle Park, 138.670758,-34.931942,615.0375939849624
3475,56.1818,Queensland,Mount Pleasant - Glenella, 149.126782,-21.100102,61.85277082613942
3824,42.89,New South Wales,Warnervale - Wadalba, 151.451293,-33.245396,89.15831196083003
1407,1294.3498,Victoria,Nagambie, 145.084720,-36.829581,1.087032269020322
5640,14.8433,South Australia,North Haven, 138.496895,-34.793757,379.9694138095976
5493,6.3221,Western Australia,Bicton - Palmyra, 115.784916,-32.037006,868.8568671802092
3193,6.9258,Queensland,Whitfield - Edge Hill, 145.736285,-16.901718,461.02977273383584
1426,2.6394,Queensland,Mundingburra, 146.786209,-19.298937,540.2743047662348
1283,8.7147,Tasmania,Geilston Bay - Risdon, 147.348671,-42.828865,147.22250909382996
2239,3.8838,Queensland,Hermit Park - Rosslea, 146.804421,-19.279390,576.4972449662702
4371,4.3406,New South Wales,Beacon Hill - Narraweena, 151.263770,-33.751872,1007.0036400497627
1682,756.8176,Victoria,Heathcote, 144.671883,-36.867856,2.222464171023507
5111,36.6725,New South Wales,Rouse Hill - Beaumont Hills, 150.921828,-33.657583,139.36873679187403
917,2.6861,Northern Territory,Brinkin - Nakara, 130.873055,-12.370839,341.38714120844344
4667,7.8538,Western Australia,Kingsley, 115.801311,-31.809999,594.2346380096259
2481,5956.2535,New South Wales,Narromine, 147.953651,-32.183051,0.41653700602232596
7053,2.5172,Victoria,South Yarra - East, 144.995720,-37.838862,2801.9227713332275
3475,95.9064,Victoria,Greenvale - Bulla, 144.846312,-37.614053,36.233244079644315
1776,2334.0245,New South Wales,Bulahdelah - Stroud, 152.063804,-32.346301,0.7609174625202092
4201,3.8828,Queensland,Toowong, 152.985583,-27.480759,1081.9511692592973
6005,7.4308,New South Wales,Peakhurst - Lugarno, 151.052817,-33.969355,808.1229477310653
1103,1.426,Australian Capital Territory,Scullin, 149.040027,-35.234511,773.492286115007
2426,50.6409,South Australia,Nuriootpa, 138.994926,-34.467341,47.90594164005774
33,1.7093,Victoria,Flemington Racecourse, 144.912812,-37.787473,19.306148715848593
2354,6.8068,New South Wales,Belmont South - Blacksmiths, 151.656630,-33.065051,345.830639948287
2167,4.8459,Queensland,Point Vernon, 152.817438,-25.256533,447.1821539858437
947,2.0454,Australian Capital Territory,Gilmore, 149.136143,-35.416072,462.9901241810893
2167,58.0413,Queensland,Brookfield - Kenmore Hills, 152.866216,-27.482183,37.335483526385524
2356,1409.7013,New South Wales,Southern Highlands, 150.280369,-34.462148,1.6712760355686698
7175,9.3929,Victoria,Ringwood East, 145.247077,-37.820505,763.8748416357037
2800,17.2488,Queensland,Bundamba, 152.814881,-27.606847,162.33013311070917
3691,7.2437,Victoria,Dingley Village, 145.128239,-37.974211,509.54622637602336
4720,6.6452,Queensland,Morningside - Seven Hills, 153.076604,-27.465768,710.2871245410221
2773,12.8981,Victoria,Cranbourne West, 145.249769,-38.100585,214.99290593188144
0,6.1992,Victoria,West Melbourne, 144.920357,-37.810762,0.0
5758,8.8122,South Australia,Woodville - Cheltenham, 138.537332,-34.866471,653.4123147454665
6250,6.8505,Western Australia,Yokine - Coolbinia - Menora, 115.855080,-31.906233,912.3421648054887
4372,118.6696,Western Australia,Mundaring, 116.173812,-31.895610,36.84178593338142
2295,10.3068,Queensland,North Toowoomba - Harlaxton, 151.950551,-27.526693,222.66852951449528
2239,118.5743,New South Wales,Scone, 150.846411,-32.061469,18.882675250876456
2248,7.329,Queensland,Browns Plains, 153.059483,-27.664505,306.72670214217493
858,1.5779,Australian Capital Territory,Dickson, 149.140310,-35.254024,543.7606945940807
2187,27.6162,New South Wales,Heathcote - Waterfall, 150.978777,-34.110418,79.19264779368632
3564,3.9479,Victoria,Sydenham, 144.766890,-37.700718,902.7584285316244
1112,1.3185,Northern Territory,Bakewell, 130.992767,-12.496619,843.3826317785362
2736,5.3144,Queensland,Broadbeach Waters, 153.416808,-28.027158,514.8276381153094
2749,268.0751,New South Wales,Mullumbimby, 153.433608,-28.554459,10.254589105814004
5118,10.8744,Queensland,Inala - Richlands, 152.958310,-27.590931,470.6466563672479
1979,9.3656,Queensland,Churchill - Yamanto, 152.740248,-27.654329,211.30520201588791
3191,5.2089,Victoria,Yarra - North, 145.002152,-37.791273,612.605348538079
867,7185.4625,Tasmania,Central Highlands, 146.693579,-42.258136,0.12066029152611958
6082,9.0181,New South Wales,Jamisontown - South Penrith, 150.690394,-33.772101,674.4214413235603
2541,9.6827,Queensland,North Mackay, 149.182069,-21.121933,262.42680244146777
3567,9.9522,Western Australia,Eaton - Pelican Point, 115.728792,-33.310481,358.4132151685055
7,2.0787,New South Wales,Yennora Industrial, 150.968714,-33.861135,3.367489296194737
2086,45.9673,New South Wales,South West Rocks, 153.047595,-30.916955,45.38008540854042
1182,104.7274,Victoria,Smythes Creek, 143.783113,-37.620669,11.286444617168
7733,100.2868,New South Wales,Tweed Heads, 153.445797,-28.219636,77.10885181300031
1390,21092.2365,Queensland,Collinsville, 147.652906,-20.653413,0.06590102476804677
1024,3.1064,Australian Capital Territory,Fadden, 149.116462,-35.403133,329.64202935874323
3515,115.2091,Queensland,Palmwoods, 152.946800,-26.703558,30.50974271997611
6268,56.333,New South Wales,Griffith (NSW), 146.044393,-34.275390,111.2669305735537
2249,2.2523,Queensland,Norman Park, 153.063877,-27.479484,998.5348310615815
7764,19.748,Victoria,Berwick - North, 145.349450,-38.028500,393.15373708729993
1901,13.2324,Tasmania,East Devonport, 146.389720,-41.189503,143.66252531664702
0,2071.2826,Victoria,Alps - East, 147.982633,-37.008761,0.0
5986,9.9338,Western Australia,Canning Vale - East, 115.932988,-32.080472,602.5891401075118
2255,2.8998,Victoria,East Melbourne, 144.978925,-37.818700,777.6398372301538
2482,4.7683,New South Wales,Saratoga - Davistown, 151.352282,-33.478003,520.5209403770735
4665,5.5009,Queensland,Mooloolaba - Alexandra Headland, 153.115294,-26.685314,848.043047501318
529,102364.0853,South Australia,APY Lands, 131.319577,-27.059291,0.005167828134737408
909,26144.922,South Australia,Quorn - Lake Gilles, 136.790461,-32.529595,0.03476774572132975
4894,8.2003,Victoria,Rowville - Central, 145.246911,-37.916010,596.8074338743704
8979,11.4949,Western Australia,Dianella, 115.871472,-31.886862,781.1290224360368
2148,1484.5292,Victoria,Golden Plains - South, 143.947898,-37.959889,1.4469233747642014
1512,1863.0431,Victoria,Beaufort, 143.437073,-37.476390,0.8115754273210318
3308,9.3532,Victoria,Rowville - South, 145.243236,-37.938238,353.6757473378095
2544,3.8595,Victoria,Tullamarine, 144.876790,-37.696657,659.152739992227
2777,3.9911,Queensland,Caloundra - Kings Beach, 153.127271,-26.797004,695.7981508857207
7,8.314,Western Australia,Welshpool, 115.946659,-31.992874,0.8419533317296127
2606,3046.6387,Queensland,Moranbah, 147.880877,-21.915388,0.855368902128106
2101,49.7947,Victoria,Research - North Warrandyte, 145.222566,-37.699275,42.19324546588292
2442,5.1962,Queensland,Wakerley, 153.155738,-27.483891,469.95881605788844
3779,5.8078,Victoria,Newtown (Vic.), 144.335915,-38.153699,650.6766761940838
1446,479.3481,Victoria,Rutherglen, 146.387385,-36.064663,3.016596915686116
4265,4.4323,Victoria,Kings Park (Vic.), 144.769474,-37.738926,962.2543600388061
2432,3.822,Tasmania,New Town, 147.305888,-42.856179,636.3160648874934
4622,101.514,New South Wales,Albury - East, 147.004872,-36.062763,45.5306657209843
6861,15.7847,New South Wales,Woonona - Bulli - Russell Vale, 150.905927,-34.338661,434.6614126337529
3464,4.7933,Western Australia,Marangaroo, 115.837058,-31.827832,722.6754010806751
1095,680.8738,Queensland,Rockhampton Region - East, 150.720069,-23.356968,1.6082275452514108
2310,4.6423,Queensland,Kuraby, 153.093166,-27.604948,497.5981733192599
9065,6.145,Victoria,Northcote, 145.000574,-37.771465,1475.1830756712775
3693,100.5732,Victoria,Phillip Island, 145.189109,-38.506677,36.71952369020773
2591,5.2646,Western Australia,Ocean Reef, 115.737427,-31.757034,492.15514948904
792,19.0567,Queensland,Wacol, 152.924607,-27.594527,41.560186181238095
1822,8.8067,Tasmania,Summerhill - Prospect, 147.134048,-41.469994,206.887937592969
1553,4.0492,Victoria,Parkville, 144.951023,-37.786696,383.53254963943493
2066,61.5308,New South Wales,Wingham, 152.370868,-31.862484,33.57668029669694
1360,2.9168,Australian Capital Territory,Harrison, 149.156316,-35.197392,466.2643993417444
3736,194.8613,New South Wales,Wauchope, 152.741240,-31.472073,19.17261149340582
512,133608.5533,Northern Territory,Victoria River, 130.761661,-16.493825,0.0038320899924002096
2083,146.0888,South Australia,Loxton, 140.603840,-34.453723,14.258451024308503
5268,6.3717,Victoria,Heidelberg - Rosanna, 145.069941,-37.745065,826.7809218889779
4466,23020.2043,New South Wales,Griffith Region, 145.671968,-33.969986,0.1940034910984695
4221,16.928,South Australia,Blackwood, 138.640678,-35.028189,249.3501890359168
2580,3299.1469,Tasmania,St Helens - Scamander, 147.968784,-41.359700,0.7820203459263969
1854,22.2451,Victoria,Laverton, 144.779380,-37.831832,83.34419714903507
5238,7.4842,Victoria,Braybrook, 144.865008,-37.784886,699.8744020737018
5489,20.1329,Queensland,Helensvale, 153.330791,-27.908760,272.6383183744021
8060,2.9054,Victoria,Prahran - Windsor, 144.997781,-37.852956,2774.1446960831554
2617,8068.6848,Victoria,Buloke, 143.052008,-35.967328,0.32434034354644764
2811,7377.4172,Victoria,Bruthen - Omeo, 147.542749,-37.268108,0.38102765829754076
1486,2.0655,Northern Territory,Karama, 130.915510,-12.400334,719.438392641007
5345,6.6123,New South Wales,Smithfield - Wetherill Park, 150.921001,-33.852182,808.3420292485216
3353,4.1663,Queensland,Everton Park, 152.987512,-27.399612,804.7908215923002
5957,11.4472,South Australia,Mitcham (SA), 138.617767,-34.981840,520.3892654972394
2082,344.8494,Tasmania,Grindelwald - Lanena, 146.888069,-41.312474,6.037418072932706
5813,10.2768,Tasmania,Devonport, 146.343004,-41.175440,565.6430017125954
5630,5.585,Victoria,Balwyn, 145.081662,-37.809950,1008.057296329454
1953,19811.1371,New South Wales,Moree Region, 149.531871,-29.321311,0.09858091386384883
1355,11.8537,Tasmania,Romaine - Havenview, 145.900807,-41.094007,114.31029973763467
3937,5.5435,Queensland,Newtown (Qld), 151.930615,-27.554278,710.2011364661315
3292,9.9207,Queensland,Currumbin Waters, 153.461079,-28.157270,331.8314231858639
5019,10.2514,New South Wales,Pymble, 151.138418,-33.754155,489.5916655286107
10905,3.901,Victoria,St Kilda, 144.979478,-37.862406,2795.4370674186107
1601,6098.2353,New South Wales,Armidale Region - North, 151.907167,-30.406242,0.2625349664680863
6242,13.9768,Queensland,Caboolture - South, 152.932033,-27.102858,446.59721824738136
3022,3.6111,New South Wales,St Johns Park - Wakeley, 150.905816,-33.878235,836.8641134280414
3694,5.4921,Queensland,Runaway Bay, 153.396543,-27.914482,672.6024653593344
4058,3.7871,New South Wales,Kingsgrove (South) - Bardwell Park, 151.111212,-33.940937,1071.5323070423278
518,2.7559,Australian Capital Territory,Bonner, 149.142255,-35.157298,187.96037592075183
1316,2.7312,Australian Capital Territory,Latham, 149.030476,-35.216699,481.8394844756884
2532,4.7182,Tasmania,Bellerive - Rosny, 147.378652,-42.871604,536.6453308465092
2443,6562.6438,Victoria,Southern Grampians, 141.926077,-37.542402,0.3722585095963916
4127,3.8434,New South Wales,Homebush, 151.072860,-33.860690,1073.788832804288
952,1.7504,Northern Territory,Moulden, 130.974398,-12.506021,543.8756855575868
5713,10.3449,Western Australia,Bassendean - Eden Hill - Ashfield, 115.944592,-31.905841,552.2528008970603
8,30.8883,New South Wales,Newcastle Port - Kooragang, 151.763697,-32.878270,0.2589977434821599
2965,5.2795,Queensland,Kenmore, 152.940770,-27.517047,561.606212709537
8421,3.6699,New South Wales,Ashfield, 151.127619,-33.890022,2294.612932232486
2673,4.2769,Victoria,Ivanhoe East - Eaglemont, 145.062443,-37.770884,624.9853866117982
3647,4.787,Queensland,Wishart, 153.101046,-27.555856,761.8550240233967
3,99.6581,Western Australia,Melaleuca - Lexia, 115.922241,-31.728173,0.03010292188994171
1488,6896.4977,Western Australia,Cunderdin, 117.527983,-31.778580,0.21576169016919994
1511,222.5428,Tasmania,Longford, 147.067934,-41.595472,6.789705171319854
844,1.5631,Australian Capital Territory,Aranda, 149.080940,-35.257852,539.9526581792592
1308,4520.7134,New South Wales,Tumbarumba, 148.081394,-35.993652,0.28933486471405157
4221,9.9749,New South Wales,Valentine - Eleebana, 151.644720,-33.003544,423.1621369637791
905,1.7157,Northern Territory,Driver, 130.976935,-12.483511,527.4814944337588
3090,4.212,Queensland,Upper Mount Gravatt, 153.080748,-27.555228,733.6182336182337
1146,2.0955,Australian Capital Territory,Flynn (ACT), 149.043701,-35.208610,546.8861846814603
6181,30.2794,Victoria,Keysborough, 145.164105,-38.014809,204.13218227573861
3106,6.8058,Queensland,Kingston (Qld.), 153.109102,-27.661341,456.3754444738312
2172,322.6286,New South Wales,Wentworth - Buronga, 142.201586,-34.150587,6.732199191268226
3594,5.4934,Victoria,Maribyrnong, 144.887358,-37.774265,654.2396330141625
5010,12.5402,New South Wales,Warners Bay - Boolaroo, 151.640892,-32.960763,399.5151592478589
2970,63.7074,New South Wales,Batemans Bay, 150.155611,-35.704676,46.61938801457915
2734,1.5027,Victoria,South Yarra - West, 144.980102,-37.841284,1819.391761495974
1611,4.0441,Queensland,Geebung, 153.045842,-27.372064,398.3581019262629
1965,62.1929,Queensland,Karana Downs, 152.804789,-27.522470,31.595246402724428
2155,2.794,Tasmania,Moonah, 147.299966,-42.848013,771.2956335003579
3277,26.4403,Queensland,Noosaville, 153.057471,-26.424729,123.93959221340151
2843,2104.086,Queensland,Seaforth - Calen, 148.714357,-20.848815,1.3511805125836112
2168,9.8073,Western Australia,City Beach, 115.769068,-31.939261,221.05982278506826
602,125.7608,Victoria,Rockbank - Mount Cottrell, 144.668635,-37.746366,4.786865223503667
8309,13.8115,Western Australia,Bayswater - Embleton - Bedford, 115.908521,-31.914214,601.600115845491
3,4.3017,New South Wales,Smithfield Industrial, 150.946583,-33.844648,0.6973987028384127
6065,10.3604,Western Australia,Balcatta - Hamersley, 115.817171,-31.860308,585.4021080267171
3767,6.6259,Western Australia,Heathridge - Connolly, 115.754358,-31.757431,568.526539790821
652,1348.7805,Queensland,Bouldercombe, 150.614941,-23.644776,0.4833996339656452
6773,2.553,Victoria,Elwood, 144.985643,-37.881239,2652.957305131218
1064,1408.495,Northern Territory,Weddell, 131.115848,-12.667474,0.7554162421591841
2038,3939.5484,New South Wales,Jindabyne - Berridale, 148.571272,-36.476210,0.5173181778906435
3747,16.1558,New South Wales,Thirroul - Austinmer - Coalcliff, 150.940052,-34.290945,231.92909048143702
3323,556.4897,Victoria,Kyneton, 144.466439,-37.242601,5.971359398026594
6415,9.9105,Victoria,Ringwood, 145.227646,-37.810120,647.2932748095454
0,3.4451,Western Australia,Osborne Park Industrial, 115.811824,-31.905255,0.0
1392,135.566,South Australia,Virginia - Waterloo Corner, 138.538636,-34.694132,10.268061313308646
8518,7.1622,New South Wales,Narrabeen - Collaroy, 151.296679,-33.729147,1189.2993772863085
1558,8554.5096,Western Australia,Kojonup, 117.384103,-34.106370,0.18212616185502908
4168,4.6252,Victoria,Meadow Heights, 144.919161,-37.651340,901.150220531004
7670,9.4949,New South Wales,Warilla, 150.854078,-34.555924,807.8020832236253
1378,2362.5241,New South Wales,Gundagai, 148.211339,-35.027599,0.5832744732635743
1940,9641.0808,Western Australia,Pemberton, 116.134526,-34.422370,0.2012222530071525
4333,75.1256,New South Wales,Albion Park - Macquarie Pass, 150.713757,-34.577998,57.676744012693405
8271,10.7518,New South Wales,Willoughby - Castle Cove - Northbridge, 151.212636,-33.798407,769.266541416321
3842,5.3198,Victoria,Cheltenham - Highett (West), 145.037981,-37.957513,722.207601789541
5262,7.2676,New South Wales,Chester Hill - Sefton, 150.996427,-33.881560,724.035444988717
1691,2106.5915,Western Australia,Augusta, 115.330344,-34.071369,0.8027185147191566
2214,81.6623,Victoria,Cranbourne South, 145.311325,-38.151370,27.111653725158366
9760,10.6969,South Australia,Plympton, 138.549372,-34.958779,912.4138769176117
2282,2231.2024,Queensland,Daintree, 145.236602,-16.183090,1.0227669170667797
3799,10.5216,New South Wales,Toukley - Norah Head, 151.549886,-33.265675,361.0667579075426
3165,21.9697,New South Wales,Bolton Point - Teralba, 151.599408,-32.965892,144.06204909488977
1446,15.1182,Queensland,Freshwater - Stratford, 145.746871,-16.877224,95.6463071000516
7175,6.165,New South Wales,Mascot - Eastlakes, 151.204004,-33.929660,1163.8280616382806
1859,3107.037,South Australia,Jamestown, 138.477296,-33.275127,0.5983192346920877
2815,3.7194,Victoria,Airport West, 144.880160,-37.722649,756.8425014787332
1391,1.9039,Queensland,Westlake, 152.912800,-27.549428,730.6055990335627
5212,5.2284,South Australia,Payneham - Felixstow, 138.646140,-34.899586,996.8632851350318
1972,97.9248,Western Australia,Dawesville - Bouvard, 115.655131,-32.736600,20.137901736842963
465,1.3014,Australian Capital Territory,Macarthur, 149.132705,-35.404990,357.30751498386354
6257,14.2469,Western Australia,Halls Head - Erskine, 115.692664,-32.549524,439.1832609199194
5479,12.9688,Victoria,Sunshine West, 144.818473,-37.802239,422.47547961260875
5367,7.9753,New South Wales,Blacktown (East) - Kings Park, 150.910408,-33.757120,672.9527415896581
4125,35.4946,New South Wales,Lake Munmorah - Mannering Park, 151.576081,-33.176270,116.21486085207327
5212,12.2902,Victoria,Roxburgh Park - Somerton, 144.936040,-37.628316,424.07772046020403
5306,71.6378,Queensland,Caloundra - West, 153.074634,-26.799100,74.067042818177
7305,2.1631,New South Wales,Redfern - Chippendale, 151.205425,-33.891745,3377.0976838796173
3150,8.9263,Queensland,Tingalpa, 153.125196,-27.473964,352.88977515880043
4014,22.5196,Queensland,Murrumba Downs - Griffin, 153.037184,-27.272669,178.2447290360397
5562,8445.8909,New South Wales,Grafton Region, 152.798756,-29.582450,0.6585450920281246
3038,7.1962,Western Australia,Woodvale, 115.796713,-31.788593,422.1672549401073
6287,62.8098,Queensland,Mount Isa, 139.518398,-20.724396,100.09584491592076
4259,315.3043,Victoria,Benalla, 146.006805,-36.573358,13.507586163588634
1757,4.715,Victoria,Bundoora - North, 145.072478,-37.682967,372.6405090137858
2555,1642.6748,New South Wales,Blayney, 149.159305,-33.644831,1.5553900260721112
4640,19.3743,Queensland,Redbank Plains, 152.847832,-27.651865,239.49252360085265
2110,114.4722,Queensland,Currumbin Valley - Tallebudgera, 153.389848,-28.181865,18.43242289394281
7647,31.878,Queensland,Deception Bay, 153.011139,-27.176246,239.88330510069642
1875,184.2289,Queensland,Glass House Mountains, 152.966946,-26.925796,10.177556290028328
3536,6.5192,Western Australia,Spearwood, 115.781318,-32.106931,542.3978402257947
3526,30.0077,Western Australia,Carramar, 115.787452,-31.688081,117.50317418529244
1900,41.6192,Queensland,Ingham, 146.153109,-18.653503,45.65200676610795
7084,106.2537,New South Wales,Grafton, 152.940411,-29.678123,66.67061947019258
5359,5.4754,South Australia,Prospect, 138.592085,-34.884667,978.7412791759507
1033,1.7098,Australian Capital Territory,Waramanga, 149.061921,-35.352228,604.1642297344719
1901,9274.5669,New South Wales,Inverell Region - East, 151.043863,-29.268633,0.20496913985277307
4264,7.3543,Queensland,Indooroopilly, 152.989205,-27.506203,579.7968535414656
1133,7.2105,Australian Capital Territory,Yarralumla, 149.113528,-35.301433,157.13196033562167
2578,180.363,New South Wales,Narrabri, 149.789404,-30.358203,14.293397204526427
1189,36.3071,Queensland,Chambers Flat - Logan Reserve, 153.086957,-27.733478,32.748415599152786
392,6950.6982,Queensland,Kowanyama - Pormpuraaw, 141.812558,-14.948009,0.056397212009579124
5,7.3847,Australian Capital Territory,Mitchell, 149.129952,-35.214456,0.6770755751757012
188,2.7739,Western Australia,North Coogee, 115.758872,-32.093408,67.77461336025091
2325,6.399,Queensland,Svensson Heights - Norville, 152.338442,-24.891360,363.33802156586967
800,130.1694,South Australia,One Tree Hill, 138.765495,-34.680780,6.145837654625434
7366,7.0608,New South Wales,North Parramatta, 151.011699,-33.798483,1043.2245637888057
2763,52.7111,Victoria,Alfredton, 143.744407,-37.538842,52.41780194304425
3069,45.7591,Victoria,Warrandyte - Wonga Park, 145.252190,-37.738943,67.06862678680307
981,6.7936,Northern Territory,Woolner - Bayview - Winnellie, 130.855947,-12.433730,144.40061234102686
1177,2.7964,Australian Capital Territory,Duffy, 149.033465,-35.334724,420.8982978114719
421,158.8381,Queensland,Yarrabah, 145.900933,-16.938850,2.650497582129225
3271,45.5379,Victoria,Maryborough (Vic.), 143.730223,-37.050109,71.83027763686951
2461,44.2024,Western Australia,Forrestdale - Harrisdale - Piara Waters, 115.935553,-32.140281,55.67570991620365
7257,7.5668,Victoria,Malvern East, 145.069387,-37.878442,959.0579901675742
3274,3.5517,New South Wales,Wickham - Carrington - Tighes Hill, 151.751849,-32.914334,921.8120899850776
2394,7.8712,Queensland,Ipswich - Central, 152.754359,-27.614929,304.14676288240673
1694,6748.1529,South Australia,Goyder, 139.016544,-33.671311,0.25103165638111136
4121,26.1934,New South Wales,Camden - Ellis Lane, 150.679731,-34.060481,157.32970901066682
5326,6.7888,Western Australia,Booragoon, 115.841832,-32.039425,784.5274569879801
2170,1.8712,Queensland,East Brisbane, 153.048240,-27.483585,1159.6836254809748
1074,1.3212,South Australia,Fulham, 138.514753,-34.927576,812.897366030881
1361,27.3675,Tasmania,Austins Ferry - Granton, 147.193478,-42.763524,49.73051977710789
2082,9566.224,Queensland,Herberton, 145.278287,-17.921987,0.2176407326443537
1812,8.0749,Queensland,Ashfield - Kepnock, 152.391227,-24.872559,224.39906376549555
2928,2074.6506,Queensland,Proserpine, 148.509181,-20.362519,1.4113219835667752
5022,72.1503,Queensland,Ormeau - Yatala, 153.227229,-27.768214,69.6047001883568
2369,1.21,Queensland,Highgate Hill, 153.017379,-27.487536,1957.8512396694216
6517,8.2533,South Australia,Seaton - Grange, 138.508422,-34.893498,789.6235445215854
6540,13.027,Victoria,Cranbourne, 145.272316,-38.104302,502.0342365855531
5881,43.2941,Victoria,Newcomb - Moolap, 144.417623,-38.178357,135.83837058629237
2023,15.4231,Tasmania,Rokeby, 147.438948,-42.888689,131.16688603458448
2998,10.0036,New South Wales,Condell Park, 150.999813,-33.928037,299.69211084009754
3361,4332.3355,Queensland,Kingaroy Region - North, 151.525056,-26.181411,0.775794026109012
560,0.8855,Northern Territory,Wanguri, 130.887534,-12.371507,632.4110671936759
5470,12.4133,New South Wales,Minto - St Andrews, 150.843715,-34.030769,440.65639274004496
